w1	Yang
31036	–е» √”жѕ
31037	ян” ћбѕн
31038	 —«» г»«—я
31039	ян” «бё—ж‘
31040	ж”«г –е»н
31041	 —«» √ЌЁж—н
31042	”ег «б —н жд
31043	бжЌ… «ббнгж—д
31044	NoNAme
31045	NoNAme
31046	NoNAme
31047	NoNAme
31048	NoNAme
31049	NoNAme
31050	NoNAme
31051	NoNAme
31052	NoNAme
31053	NoNAme
31054	NoNAme
31055	NoNAme
31056	NoNAme
31057	NoNAme
31058	NoNAme
31059	NoNAme
31060	NoNAme
31061	NoNAme
31062	NoNAme
31063	NoNAme
31064	Kraut d. Affen
31065	NoNAme
31066	NoNAme
31067	NoNAme
31068	NoNAme
31069	NoNAme
31070	NoNAme
31071	NoNAme
31072	NoNAme
31073	‘—нЎ ’н«ѕ «б–е»
31074	ёб«ѕ… г”«гн—
31075	ёб«ѕ… √‘ж«я
31076	√Џ‘«» ‘г”н…
31077	г”Ќжё Ќћ— «б√”«”
31078	г«Ѕ д«ѕ—
31079	—”«б… бн«я ежж«д
31080	ѕг гбя «бдш«—
31081	«бг«ѕ… «б”жѕ«Ѕ
31082	ќ« г —ж«”» «бћг—
31083	ќ« г «б”г«∆б
31084	NoNAme
31085	NoNAme
31086	»–ж— «бЁЎ—
31087	NoNAme
31088	NoNAme
31089	NoNAme
31090	ёб» «бдгн—
31091	NoNAme
31092	NoNAme
31093	Ќћ— гћежб
31094	‘ўн…
31095	NoNAme
31096	ќ‘» —ЁнЏ
31097	дѕм «б≈д «н
31098	‘»Ќ «б√—÷
31099	“г—ѕ «б‘ћ—
31100	Ќён»… «б√ѕжн…
31101	NoNAme
31102	NoNAme
31103	NoNAme
31300	Yellow Pearl
31301	Green Pearl
31302	Purple Pearl
31303	Decorated Clam
31304	Drop
31305	Crust
31306	Coral
31307	Starfish
31308	Decorated Mirror
31309	Neptune's Scepter
31310	Empty Water Vessel
31311	Full Water Vessel
31312	Wind Matter
31313	Earth  Matter
31314	Lightning  Matter
31315	Ice  Matter
31316	Fire  Matter
31317	Dark  Matter
31318	Water  Matter
33001	ж”«г  ”н
33002	ж”«г  ‘«ж
33003	ж”«г ннд
33004	ж”«г г«ж
33005	ж”«г  ‘д
33006	ж”«г ”н
33007	ж”«г жж
33008	ж”«г жн
33009	ж”«г ‘нд
33010	ж”«г нж
33011	ж”«г “ж
33012	ж”«г е«н
33013	ж”«г ћ«н
33014	ж”«г нн
33015	ж”«г »ндџ
33016	ж”«г ѕндџ
33017	ж”«г гж
33018	ж”«г ћнн
33019	ж”«г ћндџ
33020	ж”«г “нд
33021	ж”«г —нд
33022	ж”«г ћжн
33023	ж”«г «бЌ«—”
33024	ж”«г “жѕн«я
33025	гд‘ж— «б≈Ќн«Ѕ
33026	яд“ √ж—нхжбнд
33027	яд“ «Ёнд ж—нд
33028	яд“ дћгн
33029	’дѕжё “жѕн«я «б√Ќг—
33030	’дѕжё “жѕн«я «б√“—ё
33031	“е—… «бЏд«’—
33032	гд‘ж— «б≈Ќн«Ѕ (г)
33033	’дѕжё “жѕн«я «б–е»н
35000	√Џ‘«» Ў»н… +
35001	я»ѕ дг— +
35002	ж—ѕ… ’Ё—«Ѕ
35025	ќ г «бЋж— «бЌ—» 
35026	ќ г «бгѕг—
35027	ќ г «бдг— «бЌ—»
35028	ќ г √”ѕ «бгбя
35029	ќ г «бЁеѕ
38001	VIP-Feature
38002	Tombola_ticket_today
38003	Tombola_ticket_tomorrow
38004	Tombola_reroll
38005	TombolaPP_spin
38006	Momo-Reroll
38007	ё”нг… дёжѕ «б днд (1000)
38010	Ќ“г… «бн«дџ
38011	Ќ“г… «бн«дџ
38012	Char-Transfer
38013	Char-Rename
38014	Auto-Hunt
38050	’дѕжё «бёж…
38051	дг— гбян-»бж—н
38052	’дѕжё «бгхбжя
38053	’дѕжё «б‘ «Ѕ «б√»ѕн
38054	’дѕжё Џ«’Ё… «б’Ќ—«Ѕ
38055	’дѕжё «бћ—«Ѕ
38056	’дѕжё «бЏнѕ
38057	’дѕжё «б‘г«б
38058	ћ—Џ… «бЌяг… (3”)
38059	ёд«Џ «бЏ«ЎЁ…
38100	жћ»…  ёжн… (7 √н«г)
38101	жћ»…  ёжн… (15 нжг«р)
38102	жћ»…  ёжн… (30 нжг«р)
38103	жћ»… √»«бж“« (7 √н«г)
38200	—жЁж”
38201	—жЁж”
39001	Ќћ— ”Ќ—н
39002	ќ« г «бќ»—… (1”)
39003	‘—«» “е—… «бќжќ
39004	я—… «б»—я…
39005	ќ«г дЌ«” ”Ќ—н
39006	Џ»«Ѕ… «б‘ћ«Џ…
39007	ѕбнб «бЌѕ«ѕ…
39008	бЁнЁ… Ў—ѕ √—ж«Ќ «б‘—
39009	≈Џ«ѕ…  ж“нЏ «бге«—…
39010	ћ—Џ… «бећжг+10
39011	»—я… «бЌн«…
39012	»—я… «б”Ќ—
39013	»—я… «б днд
39014	бЁнЁ… «бЌ—»
39015	Ќћ— «бЌѕ«ѕ
39016	ќ«г Ќѕнѕ ”Ќ—н
39017	Ќн«… «б днд «б√”Ўж—н
39018	ећжг «б днд «б√”Ўж—н
39019	–я«Ѕ «б днд «б√”Ўж—н
39020	ѕЁ«Џ «б днд «б√”Ўж—н
39021	ѕЏг «б днд «б√”Ўж—н
39022	бЁнЁ… «б днд
39023	≈я”н— «бЏ«бг
39024	гЏ—я… гЌ—ћ…
39025	гЏ—я… ќ«—ё…
39026	ћ—Џ… «б”—Џ…
39027	ѕбнб «бЌћ—
39028	”Ќ— «б‘нЅ
39029	 ёжн… «б‘нЅ
39030	ё—«Ѕ… г—я“…
39031	ћ—Џ… «б ”—Џ
39032	Ћг—… «бЌн«…
39033	бЁнЁ… «б Џѕнб
39034	”хяш— «бЌн«…
39035	“ћ«ћ «б≈ѕ—«я
39036	Ќ–«Ѕ «б—нЌ
39037	≈я”н— «б‘г” (’)
39038	≈я”н— «б‘г” (г)
39039	≈я”н— «б‘г” (я)
39040	≈я”н— «бёг— (’)
39041	≈я”н— «бёг— (г)
39042	≈я”н— «бёг— (я)
39043	бЁнЁ… «бгя«д
39044	’дѕжё «ббня«д— (’)
39045	’дѕжё «ббня«д— (я)
39046	‘е«ѕ… «б≈Џ«ѕ…+
39047	’дѕжё «бг’«—Џ (’)
39048	’дѕжё «бг’«—Џ (я)
39049	’дѕжё «бгё« б «б–едн (’)
39050	’дѕжё «бгё« б «б–едн (я)
39051	’.дндћ« «бё «б Џд ё—»(’)
39052	’.дндћ« «бё «б Џд ё—»(я)
39053	’.дндћ« «бё «б Џд »Џѕ(’)
39054	’.дндћ« «бё «б Џд »Џѕ(я)
39055	’. ”ж—« «бё «б «б”Ќ—н(’)
39056	’. ”ж—« «бё «б «б”Ќ—н(я)
39057	’. ”ж—« «б”шЌ— «б√”жѕ(’)
39058	’. ”ж—« «б”шЌ— «б√”жѕ(я)
39059	’дѕжё ‘«г«д «б днд (’)
39060	’дѕжё ‘«г«д «б днд (я)
39061	’дѕжё ‘«г«д «б‘Ё«Ѕ (’)
39062	’дѕжё ‘«г«д «б‘Ё«Ѕ (я)
39063	≈Џ«ѕ…  Џннд г ћ— «бџ«н«
39064	 ж”Џ… г ћ— «бџ«н«
40001	ќ« г –е»н гћежб
40002	ќ« г бнЁ«”
40003	ќ« г  ж—
40004	ќ« г ≈ня
40005	ћ—” —дш«д
40006	≈н’«б  ”бнг гд «бг жЌ‘нд
40007	—”«б… «б»—»—ннд
40101	‘Ё—… гд‘«—н…
40102	ќдћ— гд‘«—н
40103	ёж” гд‘«—н
40104	—гЌ гд‘«—н
40105	ћ—” гд‘«—н
40106	г—жЌ… гд‘«—н…
40107	гќ«б» гд‘«—н…
40108	‘Ё—… гд‘«—н…+
40109	ќдћ— гд‘«—н+
40110	ёж” гд‘«—н+
40111	—гЌ гд‘«—н+
40112	ћ—” гд‘«—н+
40113	г—жЌ… гд‘«—н…+
40114	гќ«б» гд‘«—н…+
40115	”нЁ Џ’« «б”я—
40116	ќдћ— Џ’« «б”я—
40117	ёж” «бћд
40118	џб«нЁ »Ќбжм «б“дћ»нб
40119	ћ—” Џ’« «б”шя—
40120	г—жЌ… —ћб «бЋбћ
40121	гќ«б» —жѕжбЁ
40122	”нЁ Џ’« «б”я—+
40123	ќдћ— Џ’« «б”шя—+
40124	ёж” «бћд+
40125	џб«нЁ »Ќбжм «б“дћ»нб+
40126	ћ—” Џ’« «б”шя—+
40127	г—жЌ… —ћб «бЋбћ+
40128	гќ«б» —жѕжбЁ+
41000	ќ«’ »Ў—«“ «б√”бЌ…
41001	“н √—д» (»хдн)
41002	“н √—д»… (»хдн)
41003	гЌ«—» »ѕжн
41004	гЌ«—»… »ѕжн…
41005	»ѕб… г”«нЁ… (–)
41006	»ѕб… г”«нЁ… (√)
41007	»ѕб… «бг”«нЁ… √бг«дн«(–)
41008	»ѕб… «бг”«нЁ… √бг«дн«(√)
41009	»ѕб… «бг”«нЁ…  —ян« (–)
41010	»ѕб… «бг”«нЁ…  —ян« (√)
41011	»ѕб… «бг”«нЁ… »—«“нб (–)
41012	»ѕб… «бг”«нЁ… »—«“нб (√)
41013	ёгн’ я—… «бёѕг (–)
41014	ёгн’ я—… «бёѕг (√)
41015	ёгн’ я. «бёѕг √бг«дн«(–)
41016	ёгн’ я. «бёѕг √бг«дн«(√)
41017	ёгн’ я. «бёѕг  —ян« (–)
41018	ёгн’ я. «бёѕг  —ян« (√)
41019	ёгн’ я. «бёѕг »—«“нб (–)
41020	ёгн’ я. «бёѕг »—«“нб (√)
41021	гб«»” гб«яг… (–)
41022	гб«»” гб«яг… (√)
41023	гб«»” гб«яг… √бг«дн« (–)
41024	гб«»” гб«яг… √бг«дн« (√)
41025	гб«»” гб«яг…  —ян« (–)
41026	гб«»” гб«яг…  —ян« (√)
41027	гб«»” гб«яг… »—«“нб (–)
41028	гб«»” гб«яг… »—«“нб (√)
41029	гЌ«—» »ѕжн (Џб«ж…)
41030	гЌ«—»… »ѕжн… (Џб«ж…)
41031	»ѕб… г”«нЁ… (–)
41032	»ѕб… г”«нЁ… (√)
41033	»ѕб… «бг”«нЁ… √бг«дн«(–)
41034	»ѕб… «бг”«нЁ… √бг«дн«(√)
41035	»ѕб… «бг”«нЁ…  —ян« (–)
41036	»ѕб… «бг”«нЁ…  —ян« (√)
41037	»ѕб… «бг”«нЁ… »—«“нб (–)
41038	»ѕб… «бг”«нЁ… »—«“нб (√)
41039	ёгн’ я—… «бёѕг (–)
41040	ёгн’ я—… «бёѕг (√)
41041	ёгн’ я. «бёѕг √бг«дн«(–)
41042	ёгн’ я. «бёѕг √бг«дн«(√)
41043	ёгн’ я. «бёѕг  —ян« (–)
41044	ёгн’ я. «бёѕг  —ян« (√)
41045	ёгн’ я. «бёѕг »—«“нб (–)
41046	ёгн’ я. «бёѕг »—«“нб (√)
41047	гб«»” гб«яг… (–)
41048	гб«»” гб«яг… (√)
41049	гб«»” гб«яг… »—«“нб (–)
41050	гб«»” гб«яг… √бг«дн« (√)
41051	гб«»” гб«яг…  —ян« (–)
41052	гб«»” гб«яг…  —ян« (√)
41053	гб«»” гб«яг… »—«“нб (–)
41054	гб«»” гб«яг… »—«“нб (√)
41055	»ѕб… г”«нЁ… Ё—д”« (–)
41056	»ѕб… г”«нЁ… Ё—д”« (√)
41057	»ѕб… г”«нЁ… ≈нЎ«бн« (–)
41058	»ѕб… г”«нЁ… ≈нЎ«бн« (√)
41059	»ѕб… г”«нЁ… »жбдѕ« (–)
41060	»ѕб… г”«нЁ… »жбдѕ« (√)
41061	»ѕб… г”«нЁ… —жг«дн« (–)
41062	»ѕб… г”«нЁ… —жг«дн« (√)
41063	»ѕб… г”«нЁ… ≈”»«дн«(–)
41064	»ѕб… г”«нЁ… ≈”»«дн« (√)
41065	ёгн’ я. «бёѕг Ё—д”«(–)
41066	ёгн’ я. «бёѕг Ё—д”«(√)
41067	ёгн’ я. «бёѕг ≈нЎ«бн«(–)
41068	ёгн’ я. «бёѕг ≈нЎ«бн«(√)
41069	ёгн’ я. «бёѕг »жбдѕ« (–)
41070	ёгн’ я. «бёѕг »жбдѕ« (√)
41071	ёгн’ я. «бёѕг —жг«дн«(–)
41072	ёгн’ я. «бёѕг —жг«дн«(√)
41073	ёгн’ я. «бёѕг ≈”»«дн«(–)
41074	ёгн’ я. «бёѕг ≈”»«дн«(√)
41075	гб«»” гб«яг… Ё—д”« (–)
41076	гб«»” гб«яг… Ё—д”« (√)
41077	гб«»” гб«яг… ≈Ў«бн« (–)
41078	гб«»” гб«яг… ≈Ў«бн« (√)
41079	гб«»” гб«яг… »жбдѕ« (–)
41080	гб«»” гб«яг… »жбдѕ« (√)
41081	гб«»” гб«яг… —жг«дн« (–)
41082	гб«»” гб«яг… —жг«дн« (√)
41083	гб«»” гб«яг… ≈”»«дн« (–)
41084	гб«»” гб«яг… ≈”»«дн«(√)
41085	»ѕб… г”«нЁ… Ё—д”« (–)
41086	»ѕб… г”«нЁ… Ё—д”« (√)
41087	»ѕб… г”«нЁ… ≈нЎ«бн« (–)
41088	»ѕб… г”«нЁ… ≈нЎ«бн« (√)
41089	»ѕб… г”«нЁ… »жбдѕ« (–)
41090	»ѕб… г”«нЁ… »жбдѕ« (√)
41091	»ѕб… г”«нЁ… —жг«дн« (–)
41092	»ѕб… г”«нЁ… —жг«дн« (√)
41093	»ѕб… г”«нЁ… ≈”»«дн« (–)
41094	»ѕб… г”«нЁ… ≈”»«дн« (√)
41095	ёгн’ я. «бёѕг Ё—д”« (–)
41096	ёгн’ я. «бёѕг Ё—д”« (√)
41097	ёгн’ я. «бёѕг ≈нЎ«бн«(–)
41098	ёгн’ я. «бёѕг ≈нЎ«бн«(√)
41099	ёгн’ я. «бёѕг »жбдѕ« (–)
41100	ёгн’ я. «бёѕг »жбдѕ« (√)
41101	ёгн’ я. «бёѕг —жг«дн«(–)
41102	ёгн’ я. «бёѕг —жг«дн«(√)
41103	ёгн’ я. «бёѕг ≈”»«дн«(–)
41104	ёгн’ я. «бёѕг ≈”»«дн«(√)
41105	гб«»” гб«яг… Ё—д”« (–)
41106	гб«»” гб«яг… Ё—д”« (√)
41107	гб«»” гб«яг… ≈нЎ«бн« (–)
41108	гб«»” гб«яг… ≈нЎ«бн« (√)
41109	гб«»” гб«яг… »жбдѕ« (–)
41110	гб«»” гб«яг… »жбдѕ« (√)
41111	гб«»” гб«яг… —жг«дн« (–)
41112	гб«»” гб«яг… —жг«дн« (√)
41113	гб«»” гб«яг… ≈”»«дн« (–)
41114	гб«»” гб«яг… ≈”»«дн« (√)
41117	“н «бЁ«—”
41118	“н «бќ«ѕг…
41119	»ѕб… «б’б’«
41120	Ё” «д «б’б’«
41121	»ѕб… «бЁ«÷б
41122	Ё” «д «бяжя нб
41125	»ѕб… Џ—н” «бё—Џ
41126	Ё” «д «бё—Џ
41129	“н Ё—”«д+
41130	“н «бќ«ѕг…+
41131	»ѕб… «б’б’«+
41132	Ё” «д «б’б’«+
41133	»ѕб… «бЁ«÷б+
41134	Ё” «д «бяжя нб+
41135	»ѕб… Џ—н” «бё—Џ (Џб«ж…)
41136	Ё” «д «бё—Џ (Џб«ж…)
41137	»ѕб… —√” «б”д… (Ќг—«Ѕ)
41138	Ё” «д —√” «б”д… (√Ќг—)
41139	»ѕб… —√” «б”д… (ќ÷—«Ѕ)
41140	Ё” «д —√” «б”д… (√ќ÷—)
41141	»ѕб… —√” «б”д… (”жѕ«Ѕ)
41142	Ё” «д —√” «б”д… (√”жѕ)
41143	»ѕб… «б—д… (–)
41144	Ё” «д «б—д… (√)
41145	»ѕб… —√” «б”д…+ (Ќг—«Ѕ)
41146	Ё” «д —√” «б”д…+ (√Ќг—)
41147	»ѕб… —√” «б”д…+ (ќ÷—«Ѕ)
41148	Ё” «д —√” «б”д…+ (√ќ÷—)
41149	»ѕб… —√” «б”д…+ (”жѕ«Ѕ)
41150	Ё” «д —√” «б”д…+ (√”жѕ)
41151	»ѕб… «б—д…+ (–)
41152	»ѕб… «б—д…+ (√)
41153	д«ѕн ¬”н гн—н«дџ (–)
41154	д«ѕн ¬”н гн—н«дџ (√)
41155	¬н«я” н«н«дџ (–)
41156	¬н«я” н«н«дџ+ (√)
41157	д«ѕн √ебн «б√Ё«Џн (–)
41158	д«ѕн √ебн «б√Ё«Џн (√)
41159	√—”д«б нждџ«д (–)
41160	√—”д«б нждџ«д (√)
41161	д«ѕн »«—”« »«я—« (–)
41162	д«ѕн »«—”« »«я—« (√)
41163	д«ѕн »жянждџ (–)
41164	д«ѕн »жянждџ (√)
41165	д«ѕн »«нн—д еж«дџ (–)
41166	д«ѕн »«нн—д еж«дџ+ (√)
41167	»ж—”н« ‘ждћж (–)
41168	»ж—”н« ‘ждћж (√)
41169	д«ѕн ѕжнжг (–)
41170	д«ѕн ѕжнжг (√)
41171	д«ѕн е«”жд ѕждџ (–)
41172	д«ѕн е«”жд ѕждџ (√)
41173	д«ѕн  днд «бд«— 07 (–)
41174	д«ѕн  днд «бд«— 07 (√)
41175	д«ѕн ѕ«н«гн (–)
41176	д«ѕн ѕ«н«гн (√)
41177	яж«ебж ѕждџ (–)
41178	д«ѕн яж«ебж ѕждџ (√
41179	д«ѕн 1927 ≈ге«+ (–)
41180	д«ѕн 1927 ≈ге«+ (√)
41181	д«ѕн «б√—÷ «бћбнѕн… (–)
41182	д«ѕн «б√—÷ «бћбнѕн… (√)
41183	д«ѕн џжг”«д (–)
41184	д«ѕн џжг”«д (√)
41185	д«ѕн џ«б« ж«—нждџ (–)
41186	д«ѕн џ«б« ж«—нждџ (√)
41187	нжЁд ж” нждџ»н (–)
41188	нжЁд ж” нждџ»н (√)
41189	д«ѕн бдџ”«г+ (–)
41190	д«ѕн бдџ”«г+ (√)
41191	д«ѕн ѕжнжгеж«д+ (–)
41192	д«ѕн ѕжнжгеж«д (√)
41193	д«ѕн днЁ—н  ”н н (–)
41194	д«ѕн днЁ—н  ”н н (√)
41195	‘нд”ж нжд«н ѕ (–)
41196	‘нд”ж нжд«н ѕ (√)
41197	д«ѕн ж«ѕ «б днд (–)
41198	д«ѕн ж«ѕ «б днд (√)
41199	д«ѕн ћ»«б «б—Џѕ (–)
41200	д«ѕн ћ»«б «б—Џѕ (√)
41201	»нждџгж ”«д еж«дџ (–)
41202	»нждџгж ”«д еж«дџ (√)
41203	—н«б ”же«д (–)
41204	—н«б ”же«д (√)
41205	д«ѕн ћндж 04 (–)
41206	д«ѕн ћндж 04 (√)
41207	д«ѕн ”«дџ”жд ѕждџ (–)
41208	д«ѕн ”«дџ”жд ѕждџ (√)
41209	д«ѕн ћ«дџ”жд ѕждџ (–)
41210	д«ѕн ћ«дџ”жд ѕждџ (√)
41211	”»«—Ў«я ћждџ—«дџ (–
41212	”»«—Ў«я ћждџ—«дџ (√
41213	д«ѕн √—÷ «бд«— (–)
41214	д«ѕн √—÷ «бд«— (√)
41215	д«ѕн ”«д ”жндџ—нждџ (–)
41216	д«ѕн ”«д ”жндџ—нждџ (√)
41217	д«ѕн ¬”н гн—н«дџ+ (–)
41218	д«ѕн ¬”н гн—н«дџ+ (√)
41219	¬н«я” н«н«дџ+ (–)
41220	¬н«я” н«н«дџ+ (√)
41221	д«ѕн √ебн «б√Ё«Џн+ (–)
41222	д«ѕн √ебн «б√Ё«Џн+ (√)
41223	√—”д«б нждџ«д+ (–)
41224	√—”д«б нждџ«д+ (√)
41225	д«ѕн »«—”« »«я—«+ (–)
41226	д«ѕн »«—”« »«я—«+ (√)
41227	д«ѕн »жянждџ+ (–)
41228	д«ѕн »жянждџ+ (√)
41229	д«ѕн »«нн—д еж«дџ+ (–)
41230	д«ѕн »«нн—д еж«дџ+ (√)
41231	»ж—ж”н« ‘ждћж+ (–)
41232	»ж—ж”н« ‘ждћж+ (√)
41233	д«ѕн ѕжнжг+ (–)
41234	д«ѕн ѕжнжг+ (√)
41235	д«ѕн е«”жд ѕждџ+ (–)
41236	д«ѕн е«”жд ѕждџ+ (√)
41237	д«ѕн  днд «бд«— 07+ (–)
41238	д«ѕн  днд «бд«— 07+ (√)
41239	д«ѕн ѕ«н«гн+ (–)
41240	д«ѕн ѕ«н«гн+ (√)
41241	ѕцнд«гж яж«ебж ѕждџ+ (–)
41242	ѕцнд«гж яж«ебж ѕждџ+ (√)
41243	д«ѕн 1927 ≈ге«+ (–)
41244	д«ѕн 1927 ≈ге«+ (√)
41245	д«ѕн «б√—÷ «бћбнѕн…+ (–)
41246	д«ѕн «б√—÷ «бћбнѕн…+ (√)
41247	д«ѕн џжг”«д+ (–)
41248	д«ѕн џжг”«д+ (√)
41249	д«ѕн џ«б« ж«—нждџ+ (–)
41250	д«ѕн џ«б« ж«—нждџ+ (√)
41251	нжЁд ж” нждџ»н+ (–)
41252	нжЁд ж” нждџ»н+ (√)
41253	д«ѕн бдџ”«г+ (–)
41254	д«ѕн бдџ”«г+ (√)
41255	д«ѕн ѕжнжгеж«д+ (–)
41256	д«ѕн ѕжнжгеж«д+ (√)
41257	д«ѕн днЁ—н  ”н н+ (–)
41258	д«ѕн днЁ—н  ”н н+ (√)
41259	‘нд”ж нжд«н ѕ+ (–)
41260	‘нд”ж нжд«н ѕ+ (√)
41261	д«ѕн ж«ѕ «б днд+ (–)
41262	д«ѕн ж«ѕ «б днд+ (√)
41263	д«ѕн ћ»«б «б—Џѕ+ (–)
41264	д«ѕн ћ»«б «б—Џѕ+ (√)
41265	»нждџгж ”«д еж«дџ+(–)
41266	»нждџгж ”«д еж«дџ+(√)
41267	—н«б ”же«д+ (–)
41268	—н«б ”же«д+ (√)
41269	д«ѕн ћндж 04+ (–)
41270	д«ѕн ћндж 04+ (√)
41271	д«ѕн ”«дџ”жд ѕждџ+ (–)
41272	д«ѕн ”«дџ”жд ѕждџ+ (√)
41273	д«ѕн ћ«дџ”жд ѕждџ+ (–)
41274	д«ѕн ћ«дџ”жд ѕждџ+ (√)
41275	”»«—Ў«я ћждџ—«дџ+ (–)
41276	”»«—Ў«я ћждџ—«дџ+ (√)
41277	д«ѕн √—÷ «бд«—+ (–)
41278	д«ѕн √—÷ «бд«—+ (√)
41279	д«ѕн ”«д ”жндџ—нждџ+ (–)
41280	д«ѕн ”«д ”жндџ—нждџ+ (√)
41291	“н √—д» (√”жѕ)
41292	“н √—д» (√“—ё)
41293	“н √—д» (√ќ÷—)
41294	“н √—д» (ж—ѕн)
41295	“н √—д»… (√”жѕ)
41296	“н √—д»… (√“—ё)
41297	“н √—д»… (√ќ÷—)
41298	“н √—д»… (ж—ѕн)
41299	“н √—д»+ (√”жѕ)
41300	“н √—д»+ (√“—ё)
41301	“н √—д»+ (√ќ÷—)
41302	“н √—д»+ (ж—ѕн)
41303	“н √—д»…+ (√”жѕ)
41304	“н √—д»…+ (√“—ё)
41305	“н √—д»…+ (√ќ÷—)
41306	“н √—д»…+ (ж—ѕн)
41307	Џ»«Ѕ… «б√ЁЏм (–)
41308	Џ»«Ѕ… «б√ЁЏм (√)
41309	Џ»«Ѕ… «б√ЁЏм+ (–)
41310	Џ»«Ѕ… «б√ЁЏм+ (√)
41311	гЌ«—» »ѕжн (√”жѕ)
41312	гЌ«—»… »ѕжн… (√”жѕ)
41313	гЌ«—» »ѕжн+ (√”жѕ)
41314	гЌ«—»… »ѕжн…+ (√”жѕ)
41315	ѕ—жЏ Ё—Џ«∆нб (–)
41316	ѕ—жЏ Ё—Џ«∆нб (√)
41317	ѕ—жЏ Ё—Џ«∆нб+ (–)
41318	ѕ—жЏ Ё—Џ«∆нб+ (√)
41319	»жїз∞©
41320	»ѕб… гежж” «бё—Џ (–)
41321	Ё” «д гежж” «бё—Џ (√)
41322	»ѕб… гежж” «бё—Џ+ (–)
41323	Ё” «д гежж” «бё—Џ+ (√)
41324	гё« б дћг «бёг—
41325	гё« б… дћг «бёг—
41326	гё« б дћг «бёг—+
41327	гё« б… дћг «бёг—+
41328	ёгн’ ALG (–)
41329	ёгн’ ALG (√)
41330	ёгн’ ARG (–)
41331	ёгн’ ARG (√)
41332	ёгн’ AUS (–)
41333	ёгн’ AUS (√)
41334	ёгн’ BEL (–)
41335	ёгн’ BEL (√)
41336	ёгн’ BIH (–)
41337	ёгн’ BIH (√)
41338	ёгн’ BRA (–)
41339	ёгн’ BRA (√)
41340	ёгн’ CMR (–)
41341	ёгн’ CMR (√)
41342	ёгн’ CHI (–)
41343	ёгн’ CHI (√)
41344	ёгн’ COL (–)
41345	ёгн’ COL (√)
41346	ёгн’ CRC (–)
41347	ёгн’ CRC (√)
41348	ёгн’ CIV (–)
41349	ёгн’ CIV (√)
41350	ёгн’ CRO (–)
41351	ёгн’ CRO (√)
41352	ёгн’ ECU (–)
41353	ёгн’ ECU (√)
41354	ёгн’ ENG (–)
41355	ёгн’ ENG (√)
41356	ёгн’ FRA (–)
41357	ёгн’ FRA (√)
41358	ёгн’ GER (–)
41359	ёгн’ GER (√)
41360	ёгн’ GHA (–)
41361	ёгн’ GHA (√)
41362	ёгн’ GRE (–)
41363	ёгн’ GRE (√)
41364	ёгн’ HON (–)
41365	ёгн’ HON (√)
41366	ёгн’ IRN (–)
41367	ёгн’ IRN (√)
41368	ёгн’ ITA (–)
41369	ёгн’ ITA (√)
41370	ёгн’ JPN (–)
41371	ёгн’ JPN (√)
41372	ёгн’ KOR (–)
41373	ёгн’ KOR (√)
41374	ёгн’ MEX (–)
41375	ёгн’ MEX (√)
41376	ёгн’ NED (–)
41377	ёгн’ NED (√)
41378	ёгн’ NGA (–)
41379	ёгн’ NGA (√)
41380	ёгн’ POR (–)
41381	ёгн’ POR (√)
41382	ёгн’ RUS (–)
41383	ёгн’ RUS (√)
41384	ёгн’ ESP (–)
41385	ёгн’ ESP (√)
41386	ёгн’ SUI (–)
41387	ёгн’ SUI (√)
41388	ёгн’ URU (–)
41389	ёгн’ URU (√)
41390	ёгн’ USA (–)
41391	ёгн’ USA (√)
41392	ёгн’ ALG (–/Џб«ж…)
41393	ёгн’ ALG (√/Џб«ж…)
41394	ёгн’ ARG (–/Џб«ж…)
41395	ёгн’ ARG (√/Џб«ж…)
41396	ёгн’ AUS (–/Џб«ж…)
41397	ёгн’ AUS (√/Џб«ж…)
41398	ёгн’ BEL (–/Џб«ж…)
41399	ёгн’ BEL (√/Џб«ж…)
41400	ёгн’ BIH (–/Џб«ж…)
41401	ёгн’ BIH (√/Џб«ж…)
41402	ёгн’ BRA (–/Џб«ж…)
41403	ёгн’ BRA (√/Џб«ж…)
41404	ёгн’ CMR (–/Џб«ж…)
41405	ёгн’ CMR (√/Џб«ж…)
41406	ёгн’ CHI (–/Џб«ж…)
41407	ёгн’ CHI (√/Џб«ж…)
41408	ёгн’ COL (–/Џб«ж…)
41409	ёгн’ COL (√/Џб«ж…)
41410	ёгн’ CRC (–/Џб«ж…)
41411	ёгн’ CRC (√/Џб«ж…)
41412	ёгн’ CIV (–/Џб«ж…)
41413	ёгн’ CIV (√/Џб«ж…)
41414	ёгн’ CRO (–/Џб«ж…)
41415	ёгн’ CRO (√/Џб«ж…)
41416	ёгн’ ECU (–/Џб«ж…)
41417	ёгн’ ECU (√/Џб«ж…)
41418	ёгн’ ENG (–/Џб«ж…)
41419	ёгн’ ENG (√/Џб«ж…)
41420	ёгн’ FRA (–/Џб«ж…)
41421	ёгн’ FRA (√/Џб«ж…)
41422	ёгн’ GER (–/Џб«ж…)
41423	ёгн’ GER (√/Џб«ж…)
41424	ёгн’ GHA (–/Џб«ж…)
41425	ёгн’ GHA (√/Џб«ж…)
41426	ёгн’ GRE (–/Џб«ж…)
41427	ёгн’ GRE (√/Џб«ж…)
41428	ёгн’ HON (–/Џб«ж…)
41429	ёгн’ HON (√/Џб«ж…)
41430	ёгн’ IRN (–/Џб«ж…)
41431	ёгн’ IRN (√/Џб«ж…)
