TOOLTIP_ACCE_ATTR_MAX_INFO	(maks. %s)
ITEM_SUBTYPE_MOUNT_SUB_FOOD	Besle
ITEM_SUBTYPE_MOUNT_SUB_REVIVE	Dirilt
ITEM_SUBTYPE_MOUNT_SUB_SUMMON	Çağırma
ITEM_SUBTYPE_NONE	Tüm
ITEM_SUBTYPE_NONE_DISPLAY	Bir Alt-Kategori Seçin
ITEM_SUBTYPE_SPHAERA_SUB_PACK	Bohça
ITEM_SUBTYPE_SPHAERA_SUB_TIME_ADD	Zaman Manipülasyonu
ITEM_SUBTYPE_WEAPON_ARROW	Ok
ITEM_SUBTYPE_WEAPON_BELL	Çan
ITEM_SUBTYPE_WEAPON_BOW	Yay
ITEM_SUBTYPE_WEAPON_DAGGER	Bıçak
ITEM_SUBTYPE_WEAPON_FAN	Yelpaze
ITEM_SUBTYPE_WEAPON_SWORD	Kılıç
ITEM_SUBTYPE_WEAPON_TWO_HANDED	Çift El
ITEM_TYPE_ARMOR	Zırh
ITEM_TYPE_COSTUME	Kostüm
ITEM_TYPE_FISH	Balık
ITEM_TYPE_MATERIAL	Diğer
ITEM_TYPE_METIN	Taş
ITEM_TYPE_MOUNT	Binek
ITEM_TYPE_NONE	Tüm
ITEM_TYPE_NONE_DISPLAY	Eşya Türü Seçin
ITEM_TYPE_POLYMORPH	Dönüşüm
ITEM_TYPE_QUEST	Görev
ITEM_TYPE_WEAPON	Silah
TEXT_TYPE_ITEMNAME	Eşya İsmi
TEXT_TYPE_NONE	Metin Araması Yok
TEXT_TYPE_PLAYERNAME	Oyuncu İsmi
AUCTION_INFORMER_INFO_TEXT	%s'i %s'e sattın.
AUCTION_INFORMER_INFO_MULTI_TEXT	%dx %s'i %s'e sattın.
AUCTION_INFORMER_RECEIVED_GOLD_TEXT	<TEXT color=0xFFCAA76F text="%s"> aldın.
AUCTION_GAME_MESSAGE_ITEM_BUY_NOT_EXIST	Maalesef, bu eşya satıldı.
AUCTION_GAME_MESSAGE_ITEM_BUY_TIMEOUT	Bu eşyanın süresi doldu.
AUCTION_GAME_MESSAGE_ITEM_BUY_SUCCESS	Eşyayı başarıyla satın aldın!
AUCTION_GAME_MESSAGE_ITEM_INSERT_SUCCESS	Eşya başarıyla eklendi.
AUCTION_GAME_MESSAGE_ITEM_PRICE_TOO_HIGH	Bu eşyayı bu fiyata satamazsınız çünkü aktif olarak sattığınız tüm eşyalar Yang limitinin üstüne çıktı.
AUCTION_GAME_MESSAGE_ITEM_TAKE_NOT_EXIST	Maalesef, bu eşya satıldı.
AUCTION_GAME_MESSAGE_ITEM_TAKE_SUCCESS	Eşyayı başarıyla aldın.
AUCTION_GAME_MESSAGE_ITEM_WRONG_PRICE	Bu eşya değiştirildi ve şimdi eski fiyat kullanılamıyor.
AUCTION_GAME_MESSAGE_NO_ITEMS_FOUND	Aradığınız kriterlere uygun eşya bulunamadı.
AUCTION_ITEM_SUB_INFO	Fiyat: %s
AUCTION_MESSAGE_CANNOT_SELL_EQUIPPED_ITEM	Eşyayı önce envanterine koymalısın.
AUCTION_MESSAGE_INVALID_ANTIFLAG	En az bir sınıf seçmelisin.
AUCTION_MESSAGE_NOT_ENOUGH_MONEY	Yetersiz bakiye.
AUCTION_ORDER_TOOLTIP_TEXT_ASC	Artan
AUCTION_ORDER_TOOLTIP_TEXT_DESC	Azalan
AUCTION_PRICE_CHANGE_TOOLTIP_TEXT_ASC	Toplu Fiyat
AUCTION_PRICE_CHANGE_TOOLTIP_TEXT_DESC	Birim Fiyatı (ürün başına fiyat)
AUCTION_PRICE_DISPLAY_TEXT_ASC	Fiyat
AUCTION_PRICE_DISPLAY_TEXT_DESC	Birim Fiyatı
AUCTION_QUESTION_REALLY_BUY_ITEM	Eşyayı %s'a satın almak istiyor musun?
AUCTION_QUESTION_REALLY_BUY_ITEM_TITLE	Eşyayı satın al
AUCTION_QUESTION_REALLY_TAKE_ITEM	Bu eşyayı gerçekten geri çekmek istiyor musun?
AUCTION_QUESTION_REALLY_TAKE_ITEM_TITLE	Eşyayı geri çek
AUCTION_SELL_PRICE_DISPLAY	Fiyat: %s
AUCTION_SELL_REWARD_PRICE_DISPLAY	%s alacaksın.
AUCTION_PREMIUM_INFO_ACTIVE	Premium durum aktif. Tüm pazarları görebilir ve doğrudan pazarlardan bir ürün satın alabilirsiniz.
AUCTION_PREMIUM_INFO_INACTIVE	Premium durum pasif. Yalnızca mevcut haritadaki pazarları görürsünüz ve bir öğeyi görüntülediğinizde, pazar haritada işaretlenir. Premium ile eşyayı pazara gitmeden doğrdudan satın alabilirsiniz.
AUCTION_PREMIUM_TEXT_ACTIVE	Premium Özelliği Aktif
AUCTION_PREMIUM_TEXT_INACTIVE	Premium Özelliği Pasif
YES	Evet
NO	Hayır
MOVE_CHANNEL_TITLE	Kanal Değiştir
MESSENGER_TEAM	Takım
MESSENGER_BLOCK	Engellenmiş
MINI_GAME_RUMI_DISCARD_QUESTION	Bu kartı atmak istiyor musunuz?
MINI_GAME_RUMI_EXIT_QUESTION	Oyunu bitirip ödülünü almak istiyor musun?\nSkorun ve geriye kalan kartlar sıfırlanacak.
MINI_GAME_RUMI_EXIT_QUESTION2	Puanınıza bağlı şekilde bir ödül kazanacaksınız.
MINI_GAME_RUMI_START_QUESTION	Oyunu oynayabilmek için %d Yang'a ve %d tane Kart Seti(s)'ne ihtiyacın var. \n	Oyunu başlatmak istiyor musun?
ANGELSDEMONS_DESC_DEMONS	Şeytanlar[ENTER]Şeytanlar, insanları doğru yoldan uzak tutmak için gereken görevlerini yıllar boyu yapmışlardır. Dünyaya fesatlık ve kötülük yaymaya devam ediyorlar.
JOIN	Katıl
ANGELSDEMONS_ARE_YOU_SURE	%s tarafını seçmek istediğinden emin misin?
MINI_GAME_RUMI_START_QUESTION2	Oynamak ister misin?
DO_YOU_USE_MULTI_ITEM	%d tane %s açmak istiyor musun?
QUIVER_ARROW_COUNT	Sayı: %s / %s
QUIVER_ARROW_TYPE	Ok: %s
QUIVER_NO_ARROWS	Herhangi bir ok yok.
TOOLTIP_TIME_CHARGER_FIX	Yüklenecek Süre: %d sn.	SA
TOOLTIP_TIME_CHARGER_PER	Yüklenecek Süre: %d%%	SA
WEBWINDOW_TITLE_MALL	Oyun İçi Nesne Market
WANT_NOT_VOTE_AGAIN_TODAY	Bugün oy vermedin, şimdi oylamak ister misin?
NOT_VOTE_AGAIN_TODAY	Hayır
WANT_VOTE_AGAIN_TODAY	Evet
TOOLTIP_TIME	Süre: %s
TOOLTIP_TIME_RANGE	Süre: %s ila %s
TOOLTIP_RANGE_APPLY_CRITICAL_PCT	Kritik Vuruş Şansı +%d%% ila +%d%% 
TOOLTIP_RANGE_APPLY_PENETRATE_PCT	Delici Vuruş Şansı +%d%% ila +%d%%
TOOLTIP_RANGE_ATT_GRADE	Saldırı Değeri +%d ila +%d
TOOLTIP_RANGE_ATT_SPEED	Saldırı Hızı +%d%% ila +%d%%
TOOLTIP_RANGE_DEF_GRADE	Savunma +%d ila +%d
TOOLTIP_RANGE_POTION_BONUS	İksir Etkisi Yükseltme %d%% ila %d%%
TOOLTIP_RANGE_RESIST_MAGIC	Büyü Savunması %d%% ila %d%%
SHOP_INPUT_TAKE_MONEY_TITLE	Yang Çek
TIME_MIN_SEC	%dDak:%dsn.
TIME_MIN	%d Dak
CANNOT_CHANGE_FIGHT_MODE	Bu haritada savaş modunu değiştiremezsin.
AUCTION_GAME_MESSAGE_MARK_DONE	Pazar işaretlendi.
AUCTION_GAME_MESSAGE_MARK_NOT_FOUND	Bu ürünü satan pazar bulunamadı.
ATTRTREE_UPGRADE_ERROR	Geliştirme işlemi için %s gerekiyor.
QUEST_TIMER_INFO	Görev Zamanlayıcısı
QUEST_TIMER_BIOLOG	Biyolog
QUEST_TIMER_AZRAEL	Azrail
QUEST_TIMER_DRAGON	Beran-Setaou
QUEST_TIMER_FLAME	Razador
QUEST_TIMER_SNOW	Nemere
QUEST_TIMER_SPIDER	Örümcek Baroness
QUEST_TIMER_CATACOMB	Şeytan Katakombu
QUEST_TIMER_MELEY	Meley'in İni
QUEST_TIMER_WAITING	Bekleme Süresi
QUEST_TIMER_AVAILABLE	Hazır!
OFFLINE_SHOP_CREATE_PRICE_FAIL	Pazar açabilmek için 100.000 Yang'a ihtiyacın var.
SELECT_METIN_DETACH_REMOVE_SELECT_STONE	Bir soket seçmelisin.
CANT_DETACH_NO_STONE	Bu eşyada çıkarılabilir bir taş yok.
CANT_DETACH_NO_ATTR	Bu eşyanın özelliği yok.
SELECT_ATTR_DETACH_REMOVE_SELECT_ATTR	Bir özellik seçmelisin.
SAFEBOX_NEW_CANNOT_OPEN_DELAY	Lütfen bekleyin...
TOOLTP_ELEMENT_NAME_ELECT	Şimşek Elementi
TOOLTP_ELEMENT_NAME_FIRE	Ateş Elementi
TOOLTP_ELEMENT_NAME_ICE	Buz Elementi
TOOLTP_ELEMENT_NAME_WIND	Rüzgar Elementi
TOOLTP_ELEMENT_NAME_EARTH	Toprak Elementi
TOOLTP_ELEMENT_NAME_DARK	Karanlık Elementi
TOOLTIP_APPLY_RESIST_HUMAN	Yarı İnsan Dayanıklılığı +%d%%	SA
OFFLINE_SHOP_RENEW_QUESTION	%s Yang'a çevrimdışı pazarını tekrar açmak istiyor musun?
TOOLTIP_APPLY_ANTI_RESIST_MAGIC	Büyü Bozma +%d%%
AUCTION_GAME_MESSAGE_MARK_DONE_PREMIUM	Eşyayı satan mağaza işaretlendi. Ayrıca bu eşyayı doğrudan %s Yang'a satın alabilirsin. İstiyor musun?
AUCTION_GAME_MESSAGE_MARK_NOT_FOUND_PREMIUM	Bu eşyayı satan pazar bulunamadı. Eşyayı doğrudan %s Yang'a satın almak ister misin?
TIMER_WARP_QUESTION	250.000 Yang karşılığında ışınlanmak istiyor musun? 
AUCTION_ITEM_TIMEOUT_INFO	Süre doldu.
DO_YOU_SELL_MULTI_ITEM1	%d tane eşyayı %s'a satmak istiyor musun?
DO_YOU_SELL_MULTI_ITEM2	%d (%s) tane eşyayı %s'a satmak istiyor musun?
CANNOT_SELL_ITEM_ANTIFLAG	Bu eşyayı satamazsın.
LOGIN_FAILURE_CHCLOSED	Bu kanal şu anda açık değil.
EMPIREWAR_SCORE_TITLE	İmparatorluk Savaşı Sıralaması
CHAT_COLOR_PALETTE	Sohbet Rengini Seç 
CHAT_COLOR_PREMIUM_INFO	Premium özelliği devre dışı. Bu yüzden sohbet için özel bir renk seçemezsiniz. Premium özelliğine sahip oyuncular sohbet için özel bir renk kullanabilirler.
GUILDWINDOW_GRADE_MELEY	Meley Zindanı başlayabilir
COMB_NOT_ALL_SLOT_APPEND_ITEM	Bonusları transfer edebilmek için bütün gerekli eşyalara sahip olmalısın.
COMB_MATERIAL_ATTR_WILL_TRANSFER	Kostüm 1'in bonusları, Kostüm 2'ye aktarılacak.
COMB_IS_CONTINUE_PROCESS	Devam etmek istiyor musun?
COMB_ITEM_NOTICE	Bonus aktarmaya çalıştığın sürece özel bir dükkan oluşturamazsın.
COMB_ITEM_NOTICE_NOT_OPEN	Alışveriş yaparken bonusları transfer edemezsin.
COMB_ITEM_NOTICE_NOT_OPEN2	Ekipmanını geliştirirken bonusları transfer edemezsin.
TOOLTIP_APPLY_BLOCK_IGNORE_BONUS	Bloklamayı Yoksayma %d%%	SA
TOOLTIP_PREMIUM_STATIC	Premium Özelliği Aktif	SNA
GUILD_NAME_INFO	Lonca adında özel karakterler kullanılabilir. Maks. isim uzunluğu 20 karakterdir. Özel Karakterler: [Boşluk] _- * + # ~ \\ =} () [] {/ &% $ § ° ^ <> |;:.! ß @ €
MESSENGER_ADD_BLOCK_FRIEND	Engelle:
BOSS_HUNT_POINTS	Puan:
TARGET_BUTTON_BLOCK	Engelle
TARGET_BUTTON_UNBLOCK	Engeli Kaldır
RUNE_GROUP_1_DESC	Normal saldırılarını güçlendir
RUNE_GROUP_1_NAME	İsabet
RUNE_GROUP_2_NAME	Hakimiyet
RUNE_GROUP_2_DESC	Canavarlara karşı olan saldırılarını güçlendir
RUNE_GROUP_3_NAME	Büyücülük
RUNE_GROUP_3_DESC	Becerilerini güçlendir
RUNE_GROUP_4_NAME	Azim
RUNE_GROUP_4_DESC	Savunmanı güçlendir
RUNE_GROUP_5_NAME	İlham
RUNE_GROUP_5_DESC	Arkadaşlarını güçlendir
SUB_RUNE_NOGROUP_DESC	Ek rünleri seçmek için yukarıdan bir yol seçin.
QUEST_TIMER_ORKMAZE	Ork Labirenti
ALCHEMY_ACTIVATED	Simya Sayfası %s aktifleştirildi. Simyayı devre dışı bırakmak için aynı kısayol tuşunu tekrar kullan.
ALCHEMY_DEACTIVATED	Simya devre dışı bırakıldı.
CHANNEL_GENERAL	Genel
COSTUME_VIEWER	Önizleme
QUEST_TIMER_SHIPDEFENSE	Gemi Savunması
QUEST_TIMER_JOTUN	Jotun Thrym
QUEST_TIMER_CRYSTALL	Kristal Ejderha Mağarası
QUEST_TIMER_REWARDS	Ödüller
QUEST_TIMER_GROUPREQ	Grup Gereksinimi:
QUEST_TIMER_MINLVL	Seviye Aralığı:
QUEST_TIMER_COOLDOWN	Yenilenme Süresi:
QUEST_TIMER_DUNGEON_DESC	Zindan İçeriği
QUEST_TIMER_QUESTITEM	Görev Eşyası
QUEST_TIMER_PASSAGETICKET	Giriş Eşyası
QUEST_TIMER_BIOLOGREADY	Araştırma için Hazır
QUEST_TIMER_LOCKED	Bekleme Süresinde
QUEST_TIMER_CURRENT	Geçerli Görev Seviyesi:
TOOLTIP_HYDRA_DEBUFF	Hidra Güçsüzleştirmesi
ACCE_WINDOW_CANT_ABSORB	Bir kostüm bonusları absorbe edemez.
PERMANENT	Kalıcı
RUNE_KEYSTONE_NAME_1	Üçüncül Saldırı
BUY_POINTS	Puan Satın Al
TOOLTIP_APPLY_EXP_REAL_BONUS	Tecrübe Puanı %d%%
RUNE_KEYSTONE_NAME_2	Kana Hücum
RUNE_KEYSTONE_NAME_3	Soğuk Ayaklar
RUNE_KEYSTONE_NAME_4	Ortalama Hasar
RUNE_KEYSTONE_NAME_5	Mana Hasarı
RUNE_KEYSTONE_NAME_6	Menzil
RUNE_KEYSTONE_NAME_7	Zehirleme
RUNE_KEYSTONE_NAME_8	Yavaşla
RUNE_KEYSTONE_NAME_9	Sersemletme
RUNE_KEYSTONE_NAME_10	Saldırı Değeri
RUNE_KEYSTONE_NAME_11	Büyülü Saldırı Değeri
RUNE_KEYSTONE_NAME_12	Kritik Hasar
RUNE_KEYSTONE_NAME_13	Şimşek
RUNE_KEYSTONE_NAME_14	Ani Işık!
RUNE_KEYSTONE_NAME_15	Ruh Soygunu
RUNE_KEYSTONE_NAME_16	Canavar
RUNE_KEYSTONE_NAME_17	Şeytan
RUNE_KEYSTONE_NAME_18	Ork
RUNE_KEYSTONE_NAME_19	Patron
RUNE_KEYSTONE_NAME_20	Hayvan
RUNE_KEYSTONE_NAME_21	Mistik
RUNE_KEYSTONE_NAME_22	Metin
RUNE_KEYSTONE_NAME_23	Ölümsüz
RUNE_KEYSTONE_NAME_24	Zodyak
RUNE_KEYSTONE_NAME_25	Saldırı=Savunma
RUNE_KEYSTONE_NAME_26	Zaman Atlaması
RUNE_KEYSTONE_NAME_27	Öfke
RUNE_KEYSTONE_NAME_28	Delici
RUNE_KEYSTONE_NAME_29	Beceri Hasarı
RUNE_KEYSTONE_NAME_30	Hız
RUNE_KEYSTONE_NAME_31	Kritik
RUNE_KEYSTONE_NAME_32	Yüzey Hasarı
RUNE_KEYSTONE_NAME_33	Tekil Hasar
RUNE_KEYSTONE_NAME_34	Büyü Hızı
RUNE_KEYSTONE_NAME_35	Saldırı Hızı
RUNE_KEYSTONE_NAME_36	Binek Felci
RUNE_KEYSTONE_NAME_37	Büyü Ustası
RUNE_KEYSTONE_NAME_38	Nakil
RUNE_KEYSTONE_NAME_39	Mantra Kalkanı
RUNE_KEYSTONE_NAME_40	Savunma
RUNE_KEYSTONE_NAME_41	Beceri Dayanıklılığı
DUNGEON_RANKING_COMPLETED	Tamamlanan
RUNE_KEYSTONE_NAME_42	Savunma %
RUNE_KEYSTONE_NAME_43	Büyülü Savunma
DUNGEON_RANKING_NAME	İsim:
RUNE_KEYSTONE_NAME_44	Saldırı Direnişi
RUNE_KEYSTONE_NAME_45	Her Şeye Direniş
RUNE_KEYSTONE_NAME_46	Bloklama
RUNE_KEYSTONE_NAME_47	Kaçış
RUNE_KEYSTONE_NAME_48	Yansıtma
RUNE_KEYSTONE_NAME_49	Büyü Uzmanı
RUNE_KEYSTONE_NAME_50	Yavaşlat
RUNE_KEYSTONE_NAME_51	Hırsız
RUNE_KEYSTONE_NAME_52	Binek Bonusu
RUNE_KEYSTONE_NAME_53	İksir Etkisi Güçlendirme
RUNE_KEYSTONE_NAME_54	İyileştirme Etkisi Güçlendirme
RUNE_KEYSTONE_NAME_55	Bonus Güçlendirme
RUNE_KEYSTONE_NAME_56	İyileştirme Etkisi Güçlendirme
RUNE_KEYSTONE_NAME_57	Liderlik
RUNE_KEYSTONE_NAME_58	Tecrübe
RUNE_KEYSTONE_NAME_59	Eşya Düşürme
RUNE_KEYSTONE_NAME_60	Yang
RUNE_TOOLTIP_SAVE	Kaydet
RUNE_TOOLTIP_RESET	Sıfırla
RUNE_TOOLTIP_RESETPOINTS	Puanları Sıfırla
RUNE_TOOLTIP_INFO	Rün Sistemi Hakkında
RUNE_BUY_MESSAGE	"%s" rününü almak istediğinden emin misin?
RUNE_TUTORIAL_DESC_1	Rünler Nedir? [ENTER][ENTER] Aeldra'daki rün sistemi size farklı durumlar için çeşitli faydalı bonuslar sağlar.Örneğin, Hakimiyet Ağacı'ndaki canavarlara karşı saldırı ile canavarlara karşı olan hasarınızı güçlendirebilir veya PvP durumlarındaki büyülü PvP sınıflarının hasarını Büyücülük Ağacı yardımıyla arttırabilirsiniz.Bu özellikle oyuncuya hangi durumlarda ne tür bir yol izleyeceğini oyuncunun kendisinin karar verebilmesi imkanı tanıdığı için çok kullanışlı bir sistemdir.Kılavuzun bir sonraki adımında, puanların nasıl alınacağını, rünlerinizi nasıl etkinleştireceğinizi ve bunları nasıl değiştirebileceğinizi açıklayacağız.
RUNE_TUTORIAL_DESC_2	Rün Puanları Ne İşe Yarar? [ENTER][ENTER] Rünlerinizi, belli eşyalar ile alabileceğiniz Rün Puanları yardımıyla açabilirsiniz. Her bir Rün 12 Rün puanı değerindedir yani tüm Rünleri açmak için toplamda 720 Rün Puanına ihtiyacınız vardır. İlk 150 Rün Puanı Nefrit Körfezi, Yıldırım Dağları, Gautama Uçurumu ve Ejderha Ateşi Burnu haritalarındaki metinlerden elde ettiğiniz eşyalar ile alınabilir. Geriye kalan tüm puanlar Büyülü Orman ve Yabani ormandan elde edeceğiniz eşyalar ile alınabilir. 
RUNE_TUTORIAL_DESC_3	Rünlerimi Nasıl Aktif Ederim? [ENTER][ENTER] Bir Rün'ü aktif edebilmek için öncelikle o rünü sahip olduğunuz Rün Puanları ile satın almalısınız. Daha sonra arzu ettiğiniz Rün dizilimini seçebilirsiniz. Rün diziliminizi seçtikten sonra, seçtiğiniz bonusları Rün Ağacında görebileceksiniz. Şimdi, sağ üst taraftaki kaydet simgesine tıklayarak, hazırlamış olduğunuz Rün Ağacı sayfasını kaydedebilirsiniz. Kayıt ettikten sonra seçtiğiniz Rünler aktif olur ve belirtilen bonusları elde edersiniz.
RUNE_TUTORIAL_DESC_4	Rünlerimi değiştirebilir miyim? [ENTER][ENTER] Genel olarak, Rünlerinizi herhangi bir noktada değiştirebilir ve yeni Rün Puanlarının kilidini açarak farklı Rün Ağaçlarında,farklı rünler satın alabilirsiniz.
CATEGORY_PVM	PvM
CATEGORY_PVP	PvP
CATEGORY_GENERAL	Genel
CATEGORY_RESISTANCE	Dayanıklılık
STRONG_VS_MONSTERS	Canavarlara Karşı Güçlü
STRONG_VS_METINS	Metinlere Karşı Güçlü
STRONG_VS_BOSSES	Patronlara Karşı Güçlü
STRONG_VS_UNDEAD	Ölümsüzlere Karşı Güçlü
STRONG_VS_DEVILS	Şeytanlara Karşı Güçlü
STRONG_VS_ORCS	Orklara Karşı Güçlü
STRONG_VS_ANIMALS	Hayvanlara Karşı Güçlü
STRONG_VS_HALFHUMANS	Yarı İnsanlara Karşı Güçlü
STRONG_VS_WARRIOR	Savaşçılara Karşı Güçlü
STRONG_VS_SURA	Suralara Karşı Güçlü
STRONG_VS_ASSASSIN	Ninjalara Karşı Güçlü
STRONG_VS_SHAMAN	Şamanlara Karşı Güçlü
WARRIOR_RESISTANCE	Savaşçı Dayanıklılığı
SURA_RESISTANCE	Sura Dayanıklılığı
ASSASSIN_RESISTANCE	Ninja Dayanıklılığı
SHAMAN_RESISTANCE	Şaman Dayanıklılığı
GENERAL_HP_STEAL	HP Çalma
GENERAL_SP_STEAL	SP Çalma
GENERAL_MAX_HP	Maks. HP
GENERAL_MAX_SP	Maks. SP
GENERAL_HP_REGEN	HP Yenileme
GENERAL_SP_REGEN	SP Yenileme
GENERAL_BLOCK	Bloklama
GENERAL_DODGE	Kaçış
GENERAL_REFLECT_HIT	Yansıtma
GENERAL_CRIT_CHANCE	Kritik Vuruş Şansı
GENERAL_PENE_CHANCE	Delici Vuruş Şansı
GENERAL_IGNORE_BLOCK	Bloklamayı Yoksay
GENERAL_CASTING_SPEED	Büyü Hızı
RESIST_SWORDS	Kılıç Savunması
RESIST_TWOHAND	Çift El Savunması
RESIST_DAGGERS	Bıçak Savunması
RESIST_BELLS	Çan Savunması
RESIST_FANS	Yelpaze Savunması
RESIST_ARROWS	Ok Savunması
RESIST_MAGIC	Büyü Savunması
TOTAL_PLAYERS_KILLED	Toplam Oyuncu
DUELS_WON	Kazanılan Düellolar
DUELS_LOST	Kaybedilen Düellolar
MONSTERS_KILLED	Canavar
BOSSES_KILLED	Patron
METINS_KILLED	Metin Taşları
EVENT_DESCRIPTION_WINDOW_TITLE	Etkinlik Açıklaması
EVENT_DESC_EMPIREWAR	İmparatorluk Savaşı[ENTER][ENTER]İmparatorluk savaşında, üç imparatorluğun hepsi, ışınlanabileceğiniz özel bir harita üzerinde birbirleriyle savaşır. [ENTER]En iyi öldürme oranına sahip olan imparatorluk, önceden ilan edilen bir bonus ile ödüllendirilir.
EVENT_DESC_HEXA	Altıgen Hediye Paketi[ENTER][ENTER]Etkinlik sırasında tüm sadık oyuncular Altıgen Hediye Paketi düşürme şansına sahiptirler. Altıgen Hediye Paketi yararlı eşyalar içerir. [ENTER] Altıgen Hediye Paketi bütün canavarlardan düşürülebilir.
EVENT_DESC_PVP	PvP Turnuvası[ENTER][ENTER]PVP Turnuvası'nda, karakterinize yakın seviye aralığındaki oyunculara karşı ne kadar güçlü olduğunu gösterme fırsatına sahipsiniz. [ENTER] Bir düelloyu kazanırsanız bir sonraki raunda geçme hakkı kazanırsınız. Turnuvayı kazanırsanız büyük bir ödülün sahibi olursunuz.
EVENT_DESC_MOONLIGHT	Ayışı Define Sandığı[ENTER][ENTER]Etkinlik sırasında tüm sadık oyuncular Ayışı Define Sandığı düşürme şansına sahiptirler. Ayışı Define Sandığı yararlı eşyalar içerir. [ENTER] Ayışı Define Sandığı bütün canavarlardan düşürülebilir.
EVENT_DESC_XP	EXP Etkinliği[ENTER][ENTER] Oyunun küçük bir hediyesi olarak belli bir süre boyunca daha fazla EXP elde etme şansına sahip olacaksınız.
EVENT_DESC_YANG	Yang Düşürme Etkinliği[ENTER][ENTER] Oyunun küçük bir hediyesi olarak belli bir süre boyunca daha fazla Yang elde etme şansına sahip olacaksınız.
EVENT_DESC_BOSSHUNT	Patron Avı [ENTER][ENTER] Etkinlik size değerli sandıklar elde etme şansı verir. Tarafsız haritalarda ortaya çıkan Gölge Savaşçı'lara yapılan her saldırı sonrası belli bir puan elde edersiniz. Bu puanlar karşılığında Uriel'den istediğiniz sandığı alabilirsiniz. [ENTER] Ayrıca küçük bir hediye olarak Gölge Savaşçı'lardan başka eşyalar da düşürebilirsiniz.
EVENT_DESC_DROP	Eşya Düşürme Etkinliği[ENTER][ENTER] Oyunun küçük bir hediyesi olarak belli bir süre boyunca daha fazla Eşya elde etme şansına sahip olacaksınız.
TOOLTTIP_APPLY_HEAL_EFFECT_BONUS	İyileştirme +%d%%	SA
TOOLTTIP_APPLY_CRITICAL_DAMAGE_BONUS	Kritik Vuruş Hasarı +%d%%	SA
TOOLTTIP_APPLY_DOUBLE_ITEM_DROP_BONUS	İki Kat Eşya Düşürme +%d%%	SA
TOOLTTIP_APPLY_DAMAGE_BY_SP_BONUS	Mana Hasarı +%d%%	SA
TOOLTTIP_APPLY_SINGLETARGET_SKILL_DAMAGE_BONUS	Tek Hedef Saldırısı Güçlendirme+%d%%	SA
TOOLTTIP_APPLY_MULTITARGET_SKILL_DAMAGE_BONUS	Alan Saldırısı Güçlendirme +%d%%	SA
TOOLTTIP_APPLY_MIXED_DEFEND_BONUS	Savunma Bonusu +%d%%	SA
TOOLTTIP_APPLY_EQUIP_SKILL_BONUS	Ekipman Güçlendirme +%d%%	SA
TOOLTTIP_APPLY_AURA_HEAL_EFFECT_BONUS	Aura: İyileştirme +%d%%	SA
TOOLTTIP_APPLY_AURA_EQUIP_SKILL_BONUS	Aura: Ekipman Güçlendirme +%d%%	SA
TOOLTTIP_APPLY_MOUNT_BUFF_BONUS	Binek Güçlendirme +%d%%	SA
ANGELSDEMONS_DESC_ANGELS	Melekler [ENTER]Meleklerin hiçbir isteği yoktur, onlar sadece Tanrı'ya hizmet ederler. Her meleğin bir görevi vardır. Onlar ayrıca cenneti korurlar.
MINIGAME_FISH_EVENT_ADD_ACCEPT	Yapboz parçasını buraya yerleştirmek istiyor musun?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Yapboz parçasını atmak istiyor musun?
MINIGAME_FISH_EVENT_REWARD_MSG	%s aldın.
MINIGAME_FISH_EVENT_USE_ACCEPT	Sandığı açmak ister misin?
AFFECT_MOUNT_PARALYZE	Bineğini şu an kullanamazsın.
FORUM_HELP	Forum
ANGELSDEMONS_TITLE	Melekler & Şeytanlar - Tarafını Seç
ANGELSDEMONS_FRACTION_ANGELS	Melek
ANGELSDEMONS_FRACTION_DEMONS	Şeytan
EVENT_DESC_ANGELSDEMONS	Melekler & Şeytanlar [ENTER][ENTER]Oyunun küçük bir hediyesi olarak, belirlenen süre boyunca daha fazla Yang elde edersin.
SORT_DISABLED_INFO	Bu özellik bazı oyuncuların her zaman en düşük fiyattan daha düşük fiyata eşya satması sebebiyle kaldırılmıştır. Artık eşyaları en düşük fiyata göre sıralamak mümkün değildir, bu yüzden oyun içi piyasayı iyileştirmek için satarken ve alırken makul bir fiyat belirleyin.
XMAS_EVENT_WAIT_TIMER	10 saniye beklemelisin.
XMAS_EVENT_RECIVED_GIFT	Zaten ödülünü aldın.
WARP_RING_BIND_NAME	%s ile bağlan	SA
REQUIRE_ITEM_RESET_RUNE	Sıfırlamak için %s'e ihtiyacın var.	SA
CONFIRM_RUNE_RESET	Rün puanlarını sıfırlamak mı istiyorsun? Bunun için şu eşyaya ihtiyacın var:
RUNE_RESET_WINDOW_TITLE	Rünleri Sıfırla
EVENT_DESC_XMASCALENDAR	Yılbaşı Takvimi
SHOP_MODEL_1	Standart
SHOP_MODEL_2	1001 Gece
SHOP_MODEL_3	BBQ Kralı
SHOP_MODEL_4	Hazine Avcısı
SHOP_MODEL_5	Küçük Alev
SHOP_MODEL_6	Silahçı
SHOP_MODEL_7	Zırhçı
SHOP_MODEL_8	Simyacı
SHOP_STYLE_1	Standart
SHOP_STYLE_2	Cehennem
SHOP_STYLE_3	Buz Devri
SHOP_STYLE_4	Parşömen
SHOP_STYLE_5	Savaş Panosu
SHOP_STYLE_6	Kanat
