TOOLTIP_ACCE_ATTR_MAX_INFO	(máx. %s)
MINI_GAME_RUMI_DISCARD_QUESTION	Queres descartar esta carta?
MINI_GAME_RUMI_EXIT_QUESTION	Queres acabar o jogo e receber as tuas recompensas? A tua pontuação e as cartas restantes irão ser reiniciadas.
MINI_GAME_RUMI_EXIT_QUESTION2	Irás receber uma recompensa dependendo da tua pontuação.
MINI_GAME_RUMI_START_QUESTION	Para poderes jogar, necessitas de pagar uma quantia de %d Yang. Ainda precisas de %d Cardset (s). /n Queres começar o jogo?
ANGELSDEMONS_DESC_DEMONS	 Descrição: Demónios [ENTER] os Demónios fizeram de sua missão manter as pessoas fora do caminho certo. Eles cuidam do mal no mundo e espalham o mal.
JOIN	Entrar
ANGELSDEMONS_ARE_YOU_SURE	Tem a certeza que quer selecionar %s?
MINI_GAME_RUMI_START_QUESTION2	Queres jogar?
DO_YOU_USE_MULTI_ITEM	Deseja abrir %dx %s?
QUIVER_ARROW_COUNT	Número: %s / %s
QUIVER_ARROW_TYPE	Flecha: %s
QUIVER_NO_ARROWS	Não contém flechas
TOOLTIP_TIME_CHARGER_FIX	Tempo recarregamento %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	 Tempo Carregado %d%%	SA
WEBWINDOW_TITLE_MALL	Loja de Itens no jogo
WANT_NOT_VOTE_AGAIN_TODAY	Não queres votar hoje?
NOT_VOTE_AGAIN_TODAY	Não
WANT_VOTE_AGAIN_TODAY	Sim
TOOLTIP_TIME	Duração: %s
TOOLTIP_TIME_RANGE	Duração: %s a %s
TOOLTIP_RANGE_APPLY_CRITICAL_PCT	Chance de Golpes Críticos  %d%% to  %d%%
TOOLTIP_RANGE_APPLY_PENETRATE_PCT	%d%% to %d%% chance de golpes perfurantes
TOOLTIP_RANGE_ATT_GRADE	Valor ataque  %d até  %d
TOOLTIP_RANGE_ATT_SPEED	Rapidez de Ataque  %d%% to  %d%%
TOOLTIP_RANGE_DEF_GRADE	Defesa  %d to  %d
TOOLTIP_RANGE_POTION_BONUS	Poção %d%% - %d%% Efeito aumentado
TOOLTIP_RANGE_RESIST_MAGIC	Resistência Mágica %d%% - %d%%
SHOP_INPUT_TAKE_MONEY_TITLE	Apanha Yang
TIME_MIN_SEC	%dMinutos:%dSegundos
TIME_MIN	%dMin
CANNOT_CHANGE_FIGHT_MODE	Não consegue mudar o modo de combate neste mapa.
AUCTION_GAME_MESSAGE_MARK_DONE	A loja foi marcada.
AUCTION_GAME_MESSAGE_MARK_NOT_FOUND	A loja que vendia este item não foi encontrada.
ATTRTREE_UPGRADE_ERROR	Precisas de %s para melhorar.
QUEST_TIMER_INFO	Tempo da Missão
QUEST_TIMER_BIOLOG	Biologista
QUEST_TIMER_AZRAEL	Azrael
QUEST_TIMER_DRAGON	Beran-Setaou
QUEST_TIMER_FLAME	Razador
QUEST_TIMER_SNOW	Nemere
QUEST_TIMER_SPIDER	Aranha Baronesa
QUEST_TIMER_CATACOMB	Catacumbas do Demónio
QUEST_TIMER_MELEY	Covil de Meley
QUEST_TIMER_WAITING	Espera:
QUEST_TIMER_AVAILABLE	Disponivel!
OFFLINE_SHOP_CREATE_PRICE_FAIL	Precisas de 100,000 Yang para abrir a loja.
SELECT_METIN_DETACH_REMOVE_SELECT_STONE	Precisar de selecionar um socket
CANT_DETACH_NO_STONE	Não se pode separar nada neste Item
CANT_DETACH_NO_ATTR	Não existe nenhum atributo neste item
SELECT_ATTR_DETACH_REMOVE_SELECT_ATTR	Deve selecionar um atributo.
SAFEBOX_NEW_CANNOT_OPEN_DELAY	Precisa de esperar antes de voltar a abrir esta página...
TOOLTP_ELEMENT_NAME_ELECT	 Elemento Eleito
TOOLTP_ELEMENT_NAME_FIRE	Elemento do Fogo
TOOLTP_ELEMENT_NAME_ICE	Elemento Gelo
TOOLTP_ELEMENT_NAME_WIND	Elemento Vento
TOOLTP_ELEMENT_NAME_EARTH	Elemento de Terra
TOOLTP_ELEMENT_NAME_DARK	Elemento das Trevas
TOOLTIP_APPLY_RESIST_HUMAN	Resistência contra Semi-Humanos  %d%%	SA
OFFLINE_SHOP_RENEW_QUESTION	Quer reabrir a loja offline for %s?
TOOLTIP_APPLY_ANTI_RESIST_MAGIC	Ignorar Defesa Magia + %d%%
AUCTION_GAME_MESSAGE_MARK_DONE_PREMIUM	A loja foi marcada. Queres também comprar o item diretamente por %s?
AUCTION_GAME_MESSAGE_MARK_NOT_FOUND_PREMIUM	A loja que estava a vender este item não foi encontrada. Queres comprar diretamente por %s?
TIMER_WARP_QUESTION	Would you like to teleport? It will cost you 250,000 Yang.
AUCTION_ITEM_TIMEOUT_INFO	Tempo Expirado
DO_YOU_SELL_MULTI_ITEM1	Queres vender %d itens por %s?
DO_YOU_SELL_MULTI_ITEM2	Quer vender %d (%s) items por %s?
CANNOT_SELL_ITEM_ANTIFLAG	Não consegue vender este item.
LOGIN_FAILURE_CHCLOSED	Este canal não está aberto atualmente.
EMPIREWAR_SCORE_TITLE	Classificação da Guerra de Reinos
CHAT_COLOR_PALETTE	Selecione a cor do chat
CHAT_COLOR_PREMIUM_INFO	Premium status is inactive. You cannot choose a specific color for the chat. With the premium status it is possible to miss your chat messages an individual color.
GUILDWINDOW_GRADE_MELEY	Pode começar a masmora do Meley
COMB_NOT_ALL_SLOT_APPEND_ITEM	Para poderes transferir os bónus precisas dos itens adequados.
COMB_MATERIAL_ATTR_WILL_TRANSFER	Bónus do Costume1 será transferido para o Costume2
COMB_IS_CONTINUE_PROCESS	Gostaria de continuar?
COMB_ITEM_NOTICE	Não podes abrir uma loja privada enquanto estás a transferir bónus.
COMB_ITEM_NOTICE_NOT_OPEN	Não pode transferir bônus até estiver a comprar.
COMB_ITEM_NOTICE_NOT_OPEN2	Não podes transferir os bonus enquanto estás a refinar os teus equipamentos.
TOOLTIP_APPLY_BLOCK_IGNORE_BONUS	Ignorar bloco %d%%	SA
TOOLTIP_PREMIUM_STATIC	Premium ativado	SNA
GUILD_NAME_INFO	The Guild name can use special characters. The maximum length of the name is 20 characters. [Space].,_-*+~#?\\=}()[]{/&%$§!°^<>|;:ß@€
MESSENGER_ADD_BLOCK_FRIEND	Hinzufügen
BOSS_HUNT_POINTS	Pontos:
TARGET_BUTTON_BLOCK	Bloquear
TARGET_BUTTON_UNBLOCK	Desbloquear
RUNE_GROUP_1_DESC	Fortalece os teus ataques normais
RUNE_GROUP_1_NAME	Precisão
RUNE_GROUP_2_NAME	Dominância
RUNE_GROUP_2_DESC	Melhora o teu ataque contra monstros.
RUNE_GROUP_3_NAME	Magia
RUNE_GROUP_3_DESC	Fortalece as tuas Habilidades
RUNE_GROUP_4_NAME	Determinação
RUNE_GROUP_4_DESC	Fortaletece a tua defesa
RUNE_GROUP_5_NAME	Inspiração
RUNE_GROUP_5_DESC	Fortaletece os teus amigos
SUB_RUNE_NOGROUP_DESC	Seleciona um caminho acima para escolheres runas adicionais.
QUEST_TIMER_ORKMAZE	Labirinto do Orc
ALCHEMY_ACTIVATED	A página de Alquimia %s foi ativada. Usa a mesma combinação de teclas para fechar a página.
ALCHEMY_DEACTIVATED	A alquimia foi desabilitada.
CHANNEL_GENERAL	Geral
COSTUME_VIEWER	Visualizar
QUEST_TIMER_SHIPDEFENSE	Defesa do Navio
QUEST_TIMER_JOTUN	Jotun Thrym
QUEST_TIMER_CRYSTALL	Cave dos Dragões de Cristal
QUEST_TIMER_REWARDS	Recompensas
QUEST_TIMER_GROUPREQ	Pedido de Grupo:
QUEST_TIMER_MINLVL	Nível Necessário:
QUEST_TIMER_COOLDOWN	Tempo de Espera:
QUEST_TIMER_DUNGEON_DESC	Descrição da Masmorra
QUEST_TIMER_QUESTITEM	Item Missão
QUEST_TIMER_PASSAGETICKET	Bilhete de trânsito
QUEST_TIMER_BIOLOGREADY	Pronto para investigar
QUEST_TIMER_LOCKED	Fechado
QUEST_TIMER_CURRENT	Nível da Missão Atual:
TOOLTIP_HYDRA_DEBUFF	Debuff Hydra
ACCE_WINDOW_CANT_ABSORB	A costume cannot absorb bonuses.
PERMANENT	Permanente
RUNE_KEYSTONE_NAME_1	Tribushit
BUY_POINTS	Comprar pontos
TOOLTIP_APPLY_EXP_REAL_BONUS	Experiência Bônus %d%%
RUNE_KEYSTONE_NAME_2	Blood Rush
RUNE_KEYSTONE_NAME_3	Pé Gelado
RUNE_KEYSTONE_NAME_4	Dano Médio
RUNE_KEYSTONE_NAME_5	Dano de Mana
RUNE_KEYSTONE_NAME_6	Distância
RUNE_KEYSTONE_NAME_7	Envenenamento
RUNE_KEYSTONE_NAME_8	Devagar
RUNE_KEYSTONE_NAME_9	Atordoamento
RUNE_KEYSTONE_NAME_10	Valor Ataque
RUNE_KEYSTONE_NAME_11	Valor Ataque Mágico
RUNE_KEYSTONE_NAME_12	Dano Crítico
RUNE_KEYSTONE_NAME_13	Relâmpago
RUNE_KEYSTONE_NAME_14	Flash!
RUNE_KEYSTONE_NAME_15	Soul Robbery
RUNE_KEYSTONE_NAME_16	Monstro
RUNE_KEYSTONE_NAME_17	Diabo
RUNE_KEYSTONE_NAME_18	Orc
RUNE_KEYSTONE_NAME_19	Boss
RUNE_KEYSTONE_NAME_20	Animais
RUNE_KEYSTONE_NAME_21	Esotéricos
RUNE_KEYSTONE_NAME_22	Metin
RUNE_KEYSTONE_NAME_23	Mortos-Vivos
RUNE_KEYSTONE_NAME_24	Zodíaco
RUNE_KEYSTONE_NAME_25	Ataque = Defesa
RUNE_KEYSTONE_NAME_26	Time Jump
RUNE_KEYSTONE_NAME_27	Raiva
RUNE_KEYSTONE_NAME_28	Penetração
RUNE_KEYSTONE_NAME_29	Dano Habilidade
RUNE_KEYSTONE_NAME_30	Velocidade
RUNE_KEYSTONE_NAME_31	Crítico
RUNE_KEYSTONE_NAME_32	Danos na Superfície
RUNE_KEYSTONE_NAME_33	Dano Individual
RUNE_KEYSTONE_NAME_34	Rapidez de Feitiço
RUNE_KEYSTONE_NAME_35	Velocidade de Ataque
RUNE_KEYSTONE_NAME_36	Paraliza montada
RUNE_KEYSTONE_NAME_37	mestre Habilidade
RUNE_KEYSTONE_NAME_38	Transfusão
RUNE_KEYSTONE_NAME_39	Mantrashield
RUNE_KEYSTONE_NAME_40	Defesa
RUNE_KEYSTONE_NAME_41	Resistência contra Habilidades
DUNGEON_RANKING_COMPLETED	Completado
RUNE_KEYSTONE_NAME_42	Defesa em %
RUNE_KEYSTONE_NAME_43	Defesa Mágica
DUNGEON_RANKING_NAME	Nome:
RUNE_KEYSTONE_NAME_44	Resistência a ataques
RUNE_KEYSTONE_NAME_45	Resistência contra tudo
RUNE_KEYSTONE_NAME_46	bloqueio
RUNE_KEYSTONE_NAME_47	Evitar
RUNE_KEYSTONE_NAME_48	Reflete
RUNE_KEYSTONE_NAME_49	Especialista em Habilidades
RUNE_KEYSTONE_NAME_50	Devagar
RUNE_KEYSTONE_NAME_51	Ladrão
RUNE_KEYSTONE_NAME_52	Bônus Montada
RUNE_KEYSTONE_NAME_53	Reinforced Dew Potions
RUNE_KEYSTONE_NAME_54	Efeitos de cura melhorados
RUNE_KEYSTONE_NAME_55	Bónus Encantados
RUNE_KEYSTONE_NAME_56	Efeitos de cura melhorados
RUNE_KEYSTONE_NAME_57	Liderança
RUNE_KEYSTONE_NAME_58	Experiência
RUNE_KEYSTONE_NAME_59	Itemdrop
RUNE_KEYSTONE_NAME_60	Yang
RUNE_TOOLTIP_SAVE	Save
RUNE_TOOLTIP_RESET	Reiniciar
RUNE_TOOLTIP_RESETPOINTS	Reiniciar os Pontos
RUNE_TOOLTIP_INFO	Informação sobre o Sistema de Runas
RUNE_BUY_MESSAGE	Tens a certeza que queres comprar a runa "%s"?
RUNE_TUTORIAL_DESC_1	Que runas são? [ENTER][ENTER] O sistema de runas no Aeldra ajuda-te com varios e bónus uteis para diferentes situações. Podes por exemplo melhorar o teu dano de ataque contra monstros na arvore de Dominance, ou aumentar o teu dano mágico no PvP com a ajuda da arvore de Sorcery. isto é especialmente util porque todos os jogadores podem decidir que árvore querem seguir e utilizar em vários cenários. O proximo passo do Guide vamos ajudar como receber pontos, ativar runas e mudar de runas
RUNE_TUTORIAL_DESC_2	What do Rune Points do? [ENTER][ENTER] You can unlock Runes with the help of Rune Points, which have to be bought with items. Every Rune costs 12 Rune Points, which makes it 720 Points in total to unlock all Runes. The first 150 Rune Points can be unlocked using the items you drop at the Cape of Dragon Fire,Nephrite Bay and the Thunder Mountains. All other points have to be unlocked with the help of the items from the  Enchanted Forest and the other Forest.
RUNE_TUTORIAL_DESC_3	Como posso ativar as minhas runas? [ENTER] [ENTER] Em primeiro lugar, para ativar uma runa, deve ser comprada usando pontos. depois disso deves escolher a tua configuração de Runa desejada. Ao escolher a tua configuração, poderás ver os bònus escolhidos na Árvore Rúnica. Agora terás que salvar a tua Árvore Rúnica escolhida individualmente clicando no símbolo de salvar no canto superior direito. As runas ficam ativas ao fazer isso e receberás todos os bônus escolhidos.
RUNE_TUTORIAL_DESC_4	Posso mudar as minhas runas? [ENTER] [ENTER] Em geral, tu podes alterar as tuas runas a qualquer momento e desbloquear novos Pontos de Runa, podes comprar diferentes runas em diferentes árvores. Para alterar a tua runa, deves selecionar a runa que desejas alterar primeiro. Ao desbloquear uma Runa, ela será exibida em cores, marcando-a estando disponível e utilizável para ti. Este procedimento também se aplica tanto à sua árvore principal como à sua árvore secundária.
CATEGORY_PVM	PvM
CATEGORY_PVP	PvP
CATEGORY_GENERAL	General
CATEGORY_RESISTANCE	Resistência
STRONG_VS_MONSTERS	Força contra Monstros
STRONG_VS_METINS	Forte contra Metins
STRONG_VS_BOSSES	Forte contra Bosses
STRONG_VS_UNDEAD	Forte contra Mortos-Vivos
STRONG_VS_DEVILS	Forte contra Demónios
STRONG_VS_ORCS	Forte conta Orcs
STRONG_VS_ANIMALS	Forte contra Animais
STRONG_VS_HALFHUMANS	Forte contra Semi-Humanos
STRONG_VS_WARRIOR	Forte contra Guerreiros
STRONG_VS_SURA	Forte contra Sura
STRONG_VS_ASSASSIN	Forte contra Ninjas
STRONG_VS_SHAMAN	Forte contra Shaman
WARRIOR_RESISTANCE	Resistência a Warrior
SURA_RESISTANCE	Resistência a Suras
ASSASSIN_RESISTANCE	Resistência a Ninja
SHAMAN_RESISTANCE	Resistência contra Shamans
GENERAL_HP_STEAL	roubar HP
GENERAL_SP_STEAL	Rouba SP
GENERAL_MAX_HP	Máx. HP
GENERAL_MAX_SP	Max MN
GENERAL_HP_REGEN	Regeneração de VD
GENERAL_SP_REGEN	Regeneração de Mana
GENERAL_BLOCK	Bloquear
GENERAL_DODGE	Evitar
GENERAL_REFLECT_HIT	Reflete
GENERAL_CRIT_CHANCE	Chance de Golpes Críticos
GENERAL_PENE_CHANCE	Chance de Golpe Perfurante
GENERAL_IGNORE_BLOCK	Ignorar Bloco
GENERAL_CASTING_SPEED	Rapidez de Feitiço
RESIST_SWORDS	Espadas
RESIST_TWOHAND	Espada Duas Mãos
RESIST_DAGGERS	Adagas
RESIST_BELLS	Campainhas
RESIST_FANS	Leque
RESIST_ARROWS	Flechas
RESIST_MAGIC	Magia
TOTAL_PLAYERS_KILLED	Total de jogadores
DUELS_WON	Duelos ganhos
DUELS_LOST	Duelos perdidos
MONSTERS_KILLED	Monstro
BOSSES_KILLED	Bosses
METINS_KILLED	Pedras Metin
EVENT_DESCRIPTION_WINDOW_TITLE	Descrição Evento
EVENT_DESC_EMPIREWAR	Empire War[ENTER][ENTER]At the empire war all three empires fight against each other on a special map to which you can teleport. [ENTER]The empire which has the best kill ratio will be rewarded with a bonus which is announced beforehand.
EVENT_DESC_HEXA	Cofres Hexagonais[ENTER][ENTER]O Evento Cofres Hexagonal é uma recompensa para todos os jogadores leais, oferecendo a oportunidade de obter o Cofre Hexagonal. O cofre hexagonal contém itens úteis.[ENTER]O cofre hexagonal pode ser obtido de todos os monstros.
EVENT_DESC_PVP	Torneio PvP[ENTER][ENTER]No Torneio PVP, tens a oportunidade de mostrar o quão poderoso o teu personagem é lutando contra jogadores no teu intervalo de nível.[ENTER]Se venceres uma luta, avança para a próxima rodada. Se venceres o torneio, serás recompensado com um prêmio muito especial.
EVENT_DESC_MOONLIGHT	Cofre do Luar[ENTER][ENTER]O Evento do Cofre do Luar é uma recompensa para todos os jogadores leais, que dá a oportunidade de obter o Cofre do Luar. O Cofre do Luar contém itens úteis.[ENTER]O Cofre do Luar pode ser obtido de todos os monstros.
EVENT_DESC_XP	Evento de Experiência [ENTER] [ENTER] Como pequeno presente do servidor, tu receberás uma taxa de experiência maior durante o período de tempo anunciado.
EVENT_DESC_YANG	Yang-Drop [ENTER] [ENTER] Como pequeno presente do servidor, conseguirás obter mais yang no período de tempo anunciado.
EVENT_DESC_BOSSHUNT	Caça ao Líder [ENTER] [ENTER] O evento Caça ao Líder permite que obtenhas cofres muito valiosos. Podes conseguir isso ao matar o Guerreiro da Escuridão que aparece em mapas neutros. Enquanto fazes isso, irás acumular pontos que podes depois trocar no Uriel por um cofre à tua escolha. [ENTER] Como pequeno privilégio, o Guerreiro da Escuridão também dropa outros itens.
EVENT_DESC_DROP	Item-Drop[ENTER][ENTER]Como pequeno presente do servidor, recebeste uma chance maior de drop de itens pelo período anunciado.
TOOLTTIP_APPLY_HEAL_EFFECT_BONUS	Curar  %d%%	SA
TOOLTTIP_APPLY_CRITICAL_DAMAGE_BONUS	Dano Critico  %d%%	SA
TOOLTTIP_APPLY_DOUBLE_ITEM_DROP_BONUS	Itens a dobrar  %d%%	SA
TOOLTTIP_APPLY_DAMAGE_BY_SP_BONUS	Dano de Mana  %d%%	SA
TOOLTTIP_APPLY_SINGLETARGET_SKILL_DAMAGE_BONUS	Aumento de Dano em Alvo Único  %d%%	SA
TOOLTTIP_APPLY_MULTITARGET_SKILL_DAMAGE_BONUS	Aumento do Dano em Área  %d%%	SA
TOOLTTIP_APPLY_MIXED_DEFEND_BONUS	Bónus de Defesa  %d%%	SA
TOOLTTIP_APPLY_EQUIP_SKILL_BONUS	Reforço de Equipamento  %d%%	SA
TOOLTTIP_APPLY_AURA_HEAL_EFFECT_BONUS	Aura: Curar  %d%%	SA
TOOLTTIP_APPLY_AURA_EQUIP_SKILL_BONUS	Aura: Reinforçamento Equipamento  %d%%	SA
TOOLTTIP_APPLY_MOUNT_BUFF_BONUS	Reforço de montada  %d%%	SA
ANGELSDEMONS_DESC_ANGELS	Descrição: Anjo [ENTER] Os Anjos não tem vontade de servir apenas Deus. Eles também protegem o paraíso e alguns deles são cobrados no inferno.
MINIGAME_FISH_EVENT_ADD_ACCEPT	Quer inserir o puzzle aqui?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Desejas descartar este quebra-cabeça?
MINIGAME_FISH_EVENT_REWARD_MSG	Recebes: %s
MINIGAME_FISH_EVENT_USE_ACCEPT	Gostaria de abrir o cofre?
AFFECT_MOUNT_PARALYZE	Não podes montar o teu cavalo agora.
FORUM_HELP	Forum
ANGELSDEMONS_TITLE	Anjos e Demónios - Escolhe uma fração.
ANGELSDEMONS_FRACTION_ANGELS	Anjo
ANGELSDEMONS_FRACTION_DEMONS	Demónio
EVENT_DESC_ANGELSDEMONS	Anjos e Demónios [ENTER] [ENTER] No evento "Batalha nos Anjos" tu deves juntar-te a uma das duas facções e apoiar o poder deles. [ENTER] Com 50 almas coletadas, o Mestre Aemon oferece um bónus durante 12 horas para completares as tuas missões com mais conforto. [ENTER] O Mestre Aemon também troca as cobiçadas pedras celestiais e as pedras infernais por valiosos Disfarces de Pet ou Disfarces de Arma.
SORT_DISABLED_INFO	Esta função foi removida, devido a alguns jogadores que sempre vendiam mais barato que o item mais barato do mercado. Agora, ninguém pode classificar pelo preço mais barato; portanto, compra e vende a um preço razoável. Isso fará com que tu cures o nosso mercado.
XMAS_EVENT_WAIT_TIMER	Precisa de esperar 10 segundos
XMAS_EVENT_RECIVED_GIFT	Já recebeste um presente
WARP_RING_BIND_NAME	 Vincular com %s	SA
REQUIRE_ITEM_RESET_RUNE	Para reiniciares, precisas de %s	SA
CONFIRM_RUNE_RESET	Para fazer isto, precisas de:
RUNE_RESET_WINDOW_TITLE	Reíniciar as Runas
EVENT_DESC_XMASCALENDAR	Calendário de Natal
SHOP_MODEL_1	Padrão
SHOP_MODEL_2	1001 noites
SHOP_MODEL_3	Rei do BBQ
SHOP_MODEL_4	Caça ao Tesouro
SHOP_MODEL_5	Chama pequena
SHOP_MODEL_6	Vendedor de Armas
SHOP_MODEL_7	Vendedor de Armas
SHOP_MODEL_8	Alquimista
SHOP_STYLE_1	Padrão
SHOP_STYLE_2	Inferno
SHOP_STYLE_3	Idade Gelo
SHOP_STYLE_4	Pergaminho
SHOP_STYLE_5	Bandeiras de Guerra
SHOP_STYLE_6	Assa
SHOP_PRICE_OVER_MARGIN	Não pode vender os itens tão longe do preço médio.
OFFLINE_SHOP_SERVERBOOT_EARLY	As lojas ficam cerca de 10 minutos após uma manutenção não disponível.
MELEE_MAGIC_ATTBONUS_PER	Ataque Mágico/ Corpo-a-Corpo
SKILL_DAMAGE_BONUS	Dano Habilidade
NORMAL_HIT_DAMAGE_BONUS	Dano Médio
QUEST_TIMER_THRANDUILS	O lar do Thranduil
DRAGONSOUL_BONUS_SET_TOOLTIP	Ative 6 pedras do dragão  6 para receber os seguintes bónus:
TOOLTIP_APPLY_ATTBONUS_ALL_ELEMENTS	Forte contra Elementos  %d%%	SA
STORE_CAPE_ADD_CAPES	Desejas armazenar estas capas?
STORED_CAPE_COUNT	Capas Armazenadas %d	SA
OFFLINE_SHOP_AVG_INFO	Podes colocar um preço entre -%d%% e  %d%% do preço médio
ASK_DUNGEON_RECONNECT	Queres continuar a tua Dungeon?
RUNE_PAGE_CANNOT_SAVE_YET	Precisa de esperar 5 segundos para guardar outravez.
ZODIAC_SHOP_ALREADY_BOUGHT	Só pode comprar este item uma vez!
TOOLTIP_APPLY_ATTBONUS_ZODIAC	Forte contra Monstros Zodiaco  %d%%	SA
STRONG_VS_ZODIAC	Forte contra Zodiaco Monstros
RUNE_AFFECT_INFO_NOT_AVAILABLE	: Não utilizaste esta runa desde o teu último Login!
RUNE_DAMAGE_GIVEN_INFO	: Último dano distribuído: %s.
RUNE_HEAL_BONUS_INFO	Foste curado por %s de Vida.
RUNE_COLLECTED_SOULS_INFO	: Já coletaste %s almas.
TARGET_INFO_RACE_ZODIAC	Zodiaco
RUNE_LEVEL_UP_CONFIRM	Queres aumentar o nível da runa %s?	SA
RUNE_MAGIC_SHIELD_BONUS_INFO	: Os membros do teu grupo foram protegidos com %s Escudo Mágico.
RUNE_CURRENT_KILLS_COUNT_INFO	: Mataste %s jogadores, continua a matar jogadores e brevemente todos os membros do teu grupo irão receber 100% de vida.
RUNE_MAGIC_ATTACK_DAMAGE_BONUS_INFO	: Deste %s dano mágico ao oponente.
RUNE_LEVEL_UP_REFINE	Runa Subiu de Nível
QUEST_TIMER_ZODIAC	Templo do Zodíaco
EMOTION_NOSAY	Sem palavras
EMOTION_SELFIE	Selfie
EMOTION_WEATHER_2	Arco-Iris
EMOTION_WEATHER_3	Lua
EMOTION_CELEBRATION	Grupo
EMOTION_PUSH_UP	Flexões
EMOTION_DANCE_7	Samba
EMOTION_CALL	Chamar
EMOTION_SIREN	Fome
EMOTION_HUNGRY	Sereia
EMOTION_EXERCISE	Minhoca
EMOTION_DOZE	Segundo sono.
TOOLTIP_EMOJI_MULTIOPEN_GIFTBOX	Abrir %d
TOOLTIP_EMOJI_UNSTACK	separar.
TOOLTIP_EMOJI_USE	usa.
TOOLTIP_EMOJI_PREVIEW_WEAR	Prever
SOUL_REFINE_TITLE	Melhorar Alma
SOUL_REFINE_UPGRADE	Melhorar
SOUL_REFINE_CANCEL	Cancelar
SOUL_REFINE_INFO_TEXT	Que Soul desejas melhorar?
SOUL_REFINE_NEED_TEXT	Tu precisas:
SPECIAL_SKILL_TITLE	Especial
SPECIAL_SKILL_BUTTON_TEXT	Especial
WIKI_SUBCATEGORY_SHIELD	Escudos
WIKI_SUBCATEGORY_HELMET	Capacetes
WIKI_SUBCATEGORY_ARMOR	Armor
WIKI_SUBCATEGORY_WEAPONS	Armas
WIKI_CATEGORY_EQUIPEMENT	Equipamento
QUEST_TIMER_SLIME	Masmorra do Slime
QUEST_TIMER_AVAILABLE_TEXT	está disponivel!
EXCHANGE_WITH	Troca com: %s
KILL_STATS	Kill stats
BONI_BOARD	Tabela de Bónus
WIKI_SUBCATEGORY_EARRINGS	Brincos
WIKI_SUBCATEGORY_BRACELET	Pulseira
WIKI_SUBCATEGORY_NECKLACE	Colar
WIKI_SUBCATEGORY_SHOES	Sapatos
WIKI_CATEGORY_CHESTS	Cofres
WIKI_SUBCATEGORY_CHESTS	Cofre de Boss
WIKI_SUBCATEGORY_EVENT_CHESTS	Cofres de Eventos
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Cofres alternativos
WIKI_CATEGORY_BOSSES	Bosses
WIKI_SUBCATEGORY_LV1_75	Lv 1-75
WIKI_SUBCATEGORY_LV76_100	Lv 76-100
WIKI_SUBCATEGORY_LV100	Lv 100 
WIKI_CATEGORY_MONSTERS	Monstro
WIKI_CATEGORY_METINSTONES	Pedras Metin
WIKI_CATEGORY_SYSTEMS	Sistemas
WIKI_SUBCATEGORY_RUNES	Runas
WIKI_SUBCATEGORY_DRAGONALCHEMY	Dragon Stone Alchemy
WIKI_SUBCATEGORY_SHOULDER_SASH	Faixa de Ombro
WIKI_SUBCATEGORY_COSTUME_SASH	Costume Faixa
WIKI_SUBCATEGORY_BATTLEPASS	Passe de Batalha
WIKI_SUBCATEGORY_COSTUMES	Trajes
WIKI_SUBCATEGORY_GAYA	Gaya
WIKI_SUBCATEGORY_SKILL_COLOR	Cor da Habilidade
WIKI_SUBCATEGORY_CONTER_BOOST	Guarda 
WIKI_CATEGORY_DUNGEONS	Masmorras
WIKI_SUBCATEGORY_ORCMAZE	Labírinto do Orc
WIKI_SUBCATEGORY_SPIDER_BARONESS	Aranha Baronesa
WIKI_SUBCATEGORY_AZRAEL	Azrael
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran-Setaou
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_RAZADOR	Razador
WIKI_SUBCATEGORY_SHIPDEFENSE	Defesa do Navio
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Cave do Dragão Cristal
WIKI_SUBCATEGORY_MELEY	Covil de Meley
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Lar do Thranduil's Lair
WIKI_SUBCATEGORY_ZODIAC	Templo do Zodiaco
WIKI_SUBCATEGORY_HAIRSTYLES	Penteados
WIKI_SUBCATEGORY_PET	Pet
WIKI_SUBCATEGORY_MOUNT	Montada
WIKI_CATEGORY_COSTUMES	Trajes
WIKI_CATEGORY_EVENTS	Eventos
WIKI_SUBCATEGORY_OKAY_CARD	Carta Okey
WIKI_SUBCATEGORY_FISHPUZZLE	Puzzle de peixe
WIKI_SUBCATEGORY_BOSS_HUNT	Caça ao Boss
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Caixa Tesouro do Luar
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Cofres hexagonal
WIKI_SUBCATEGORY_TAG_TEAM	Tag Team
WIKI_SUBCATEGORY_EMPIRE_WAR	Guerra de Reinos
WIKI_SUBCATEGORY_PVP_TOURNAMENT	Torneio PvP
WIKI_CATEGORY_GUIDES	Guias
WIKI_SUBCATEGORY_THE_START	O começo
WIKI_SUBCATEGORY_105_AND_NOW	105 e agora?
WIKI_REFINEINFO_YANG_COSTS	Custos Yang
WIKI_REFINEINFO_UPGRADE_COSTS	Custos de melhoramento
