TOOLTIP_ACCE_ATTR_MAX_INFO	(max.%s)
AUCTION_GAME_MESSAGE_ITEM_TAKE_SUCCESS	Ai eliminat cu succes obiectul.
AUCTION_GAME_MESSAGE_ITEM_WRONG_PRICE	Acest obiect a fost schimbat si nu mai este disponibil pentru vechiul pret.
AUCTION_GAME_MESSAGE_NO_ITEMS_FOUND	Nu am gasit rezultate pentru aceasta cautare.
AUCTION_ITEM_SUB_INFO	Pret: %s
AUCTION_MESSAGE_CANNOT_SELL_EQUIPPED_ITEM	Va trebui sa pui itemul in inventar prima data.
AUCTION_MESSAGE_INVALID_ANTIFLAG	Trebuie sa alegi minim o clasa.
AUCTION_MESSAGE_NOT_ENOUGH_MONEY	Nu detii suficient Yang.
AUCTION_ORDER_TOOLTIP_TEXT_ASC	Ascendent
AUCTION_ORDER_TOOLTIP_TEXT_DESC	Descendent
AUCTION_PRICE_CHANGE_TOOLTIP_TEXT_ASC	Pret total
AUCTION_PRICE_CHANGE_TOOLTIP_TEXT_DESC	Pret per bucata
AUCTION_PRICE_DISPLAY_TEXT_ASC	Pret
AUCTION_PRICE_DISPLAY_TEXT_DESC	Pret per bucata
AUCTION_QUESTION_REALLY_BUY_ITEM	Cumperi obiectul pentru %s ?
AUCTION_QUESTION_REALLY_BUY_ITEM_TITLE	Cumpara obiectul
AUCTION_QUESTION_REALLY_TAKE_ITEM	Doresti sa elimini obiectul?
AUCTION_QUESTION_REALLY_TAKE_ITEM_TITLE	Elimina obiectul.
AUCTION_SELL_PRICE_DISPLAY	Pret: %s
AUCTION_SELL_REWARD_PRICE_DISPLAY	Primesti: %s
AUCTION_PREMIUM_INFO_ACTIVE	Premium-Status activ. Poti vedea toate rezultatele din toate Shop-urile si poti cumpara direct din Cauta Shop.
AUCTION_PREMIUM_INFO_INACTIVE	Premium-Status activ. Poti vedea doar rezultate din apropierea locului in care te afli, si in momentul in care gasesti un item de cumparat shop-ul va fi marcat. Cu statutul Premium poti cumpara direct din cautari.
AUCTION_PREMIUM_TEXT_ACTIVE	Premium activ
AUCTION_PREMIUM_TEXT_INACTIVE	Premium inactiv
YES	Da
NO	Nu
MOVE_CHANNEL_TITLE	Schimba canal
MESSENGER_TEAM	Echipa
MESSENGER_BLOCK	Blocat
MINI_GAME_RUMI_DISCARD_QUESTION	Eºti sigur cã doreºti sã laºi acest card?
MINI_GAME_RUMI_EXIT_QUESTION	Doresti sa parasesti jocul?
MINI_GAME_RUMI_EXIT_QUESTION2	Vei primi o recompensa bazata pe punctele tale.
MINI_GAME_RUMI_START_QUESTION	Pentru a putea juca, trebuie sa platesti o taxa de %d yang. De asemenea, aveti nevoie de %d Cardset (s). /n Doresti sa incepi jocul?
ANGELSDEMONS_DESC_DEMONS	Descriere: Demoni [ENTER] Demonii si-au facut misiunea de a opri oamenii de pe calea cea buna. Lor le pasa de rautatea in lume si raspandesc raul.
JOIN	Intra
ANGELSDEMONS_ARE_YOU_SURE	Esti sigur ca vrei sa selectezi %s?
MINI_GAME_RUMI_START_QUESTION2	Doresti sa joci?
DO_YOU_USE_MULTI_ITEM	Doresti sa deschizi %dx %s ?
QUIVER_ARROW_COUNT	Numar: %s / %s
QUIVER_ARROW_TYPE	Sageata: %s
QUIVER_NO_ARROWS	Nu include sageti.
TOOLTIP_TIME_CHARGER_FIX	Timp de incarcare %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Timp de incarcare %d%%	SA
WEBWINDOW_TITLE_MALL	Ingame-Itemshop
WANT_NOT_VOTE_AGAIN_TODAY	Doresti sa nu votezi azi?
NOT_VOTE_AGAIN_TODAY	Nu
WANT_VOTE_AGAIN_TODAY	Da
TOOLTIP_TIME	Durata: %s
TOOLTIP_TIME_RANGE	Durata: %s pana la %s
TOOLTIP_RANGE_APPLY_CRITICAL_PCT	Sansa de lovitura critica +%d%% pana la +%d%%
TOOLTIP_RANGE_APPLY_PENETRATE_PCT	%d%% pana la %d%% Sansa de lovitura patrunzatoare
TOOLTIP_RANGE_ATT_GRADE	Valoarea atacului +%d pana la +%d
TOOLTIP_RANGE_ATT_SPEED	Viteza de atac +%d%% pana la +%d%%
TOOLTIP_RANGE_DEF_GRADE	Aparare +%d pana la +%d
TOOLTIP_RANGE_POTION_BONUS	Licori %d%% - %d%% Efect marit
TOOLTIP_RANGE_RESIST_MAGIC	Aparare magie %d%% - %d%%
SHOP_INPUT_TAKE_MONEY_TITLE	Scoate Yang
TIME_MIN_SEC	%dMin:%dSec
TIME_MIN	%dMin
CANNOT_CHANGE_FIGHT_MODE	Nu poti schimba modul de lupta in aceasta mapa.
AUCTION_GAME_MESSAGE_MARK_DONE	Magazinul a fost marcat.
AUCTION_GAME_MESSAGE_MARK_NOT_FOUND	Magazinul in care se vinde acest obiect, nu a fost gasit.
ATTRTREE_UPGRADE_ERROR	Primesti din imbunatatire %s.
QUEST_TIMER_INFO	Cronometru Misiuni
QUEST_TIMER_BIOLOG	Biolog
QUEST_TIMER_AZRAEL	Azrael
QUEST_TIMER_DRAGON	Beran-Setaou
QUEST_TIMER_FLAME	Razador
QUEST_TIMER_SNOW	Nemere
QUEST_TIMER_SPIDER	Baroneasa Paianjen
QUEST_TIMER_CATACOMB	Catacomba Diavolului
QUEST_TIMER_MELEY	Hoarda lui Meley
QUEST_TIMER_WAITING	Timp de asteptare:
QUEST_TIMER_AVAILABLE	Disponibil!
OFFLINE_SHOP_CREATE_PRICE_FAIL	Ai nevoie de 100.000 Yang pentru a deschide un magazin.
SELECT_METIN_DETACH_REMOVE_SELECT_STONE	Trebuie sa alegi un spatiu.
CANT_DETACH_NO_STONE	Nu exista nici o piatra in acest item.
CANT_DETACH_NO_ATTR	Nu exista nici un atribut pe acest item.
SELECT_ATTR_DETACH_REMOVE_SELECT_ATTR	Va trebui sa alegeti un atribut.
SAFEBOX_NEW_CANNOT_OPEN_DELAY	Va trebui sa asteptati, inainte de a deschide din nou fereastra
TOOLTP_ELEMENT_NAME_ELECT	Element Fulger
TOOLTP_ELEMENT_NAME_FIRE	ELement Foc
TOOLTP_ELEMENT_NAME_ICE	Element Gheata
TOOLTP_ELEMENT_NAME_WIND	Element Vant
TOOLTP_ELEMENT_NAME_EARTH	Element Pamant
TOOLTP_ELEMENT_NAME_DARK	Element Intuneric
TOOLTIP_APPLY_RESIST_HUMAN	Rezistenta impotriva Semiom +%d%%	SA
OFFLINE_SHOP_RENEW_QUESTION	Doresti sa redeschizi Shop-ul Offline pentru %s Yang?
TOOLTIP_APPLY_ANTI_RESIST_MAGIC	Intreruperea Magiei +%d%%
AUCTION_GAME_MESSAGE_MARK_DONE_PREMIUM	Magazinul a fost marcat. Doresti sa cumperi itemul direct pentru %s ?
AUCTION_GAME_MESSAGE_MARK_NOT_FOUND_PREMIUM	Magazinul in care se afla itemul la vanzare, nu a fost gasit. Doresti sa cumperi itemul direct pentru %s ?
TIMER_WARP_QUESTION	Doresti sa te teleportez? Te costa 250.000 Yang.
AUCTION_ITEM_TIMEOUT_INFO	Timp expirat.
DO_YOU_SELL_MULTI_ITEM1	Doresti sa vinzi %d Iteme pentru %s ?
DO_YOU_SELL_MULTI_ITEM2	Doresti sa vinzi %d (%s) Iteme pentru %s ?
CANNOT_SELL_ITEM_ANTIFLAG	Nu poti vinde acest Item.
LOGIN_FAILURE_CHCLOSED	Acest canal nu este pentru momentt deschis
EMPIREWAR_SCORE_TITLE	Clasamentul Razboiul Regatelor
CHAT_COLOR_PALETTE	Selecteaza Culoare Chat
CHAT_COLOR_PREMIUM_INFO	Statusul Premium este inactiv.  Nu poti alege o culoare speciala pentru chat. Doar cu statusul Premium activ poti alege o culoare speciala pentru chat.
GUILDWINDOW_GRADE_MELEY	Poti incepe Temnita-Meley.
COMB_NOT_ALL_SLOT_APPEND_ITEM	Pentru a transfera bonus-urile ai nevoie de toate iteme-le necesare.
COMB_MATERIAL_ATTR_WILL_TRANSFER	Bonus-urile de pe Costum1 vor fi transferate pe Costum2
COMB_IS_CONTINUE_PROCESS	Doresti sa continui?
COMB_ITEM_NOTICE	Nu poti deschide deschide un shop privat, pana nu transferi bonus-urile.
COMB_ITEM_NOTICE_NOT_OPEN	Nu poti transfera bonus-urile , pana nu cumperi.
COMB_ITEM_NOTICE_NOT_OPEN2	Nu poti transfera bonus-urile pana nu imbunatatesti echipamentul
TOOLTIP_APPLY_BLOCK_IGNORE_BONUS	Ignora Blocarea %d%%	SA
TOOLTIP_PREMIUM_STATIC	Premium Activ	SNA
GUILD_NAME_INFO	Numele breslei poate contine caractere speciale. Lungimea maxima a numelui este 20 caractere. [Space].,_-*+~#?\\=}()[]{/&%$§!°^<>|;:ß@€
MESSENGER_ADD_BLOCK_FRIEND	Adauga
BOSS_HUNT_POINTS	Puncte:
TARGET_BUTTON_BLOCK	Blocheaza
TARGET_BUTTON_UNBLOCK	Deblocheaza
RUNE_GROUP_1_DESC	Intareste atacul normal
RUNE_GROUP_1_NAME	Precizie
RUNE_GROUP_2_NAME	Dominare
RUNE_GROUP_2_DESC	Intareste-ti atacul impotriva monstrilor
RUNE_GROUP_3_NAME	Magie
RUNE_GROUP_3_DESC	Intareste-ti abilitatile
RUNE_GROUP_4_NAME	Determinare
RUNE_GROUP_4_DESC	Intareste-ti apararea
RUNE_GROUP_5_NAME	Inspiratie
RUNE_GROUP_5_DESC	Intareste-ti prietenii
SUB_RUNE_NOGROUP_DESC	Alege o cale pentru a selecta rune aditionale
QUEST_TIMER_ORKMAZE	Labirintul Orcului
ALCHEMY_ACTIVATED	Pagina %s de Alchimie a fost activata. Foloseste aceeasi combinatie de taste pentru a o inchide.
ALCHEMY_DEACTIVATED	Alchimia a fost dezactivata.
CHANNEL_GENERAL	General
COSTUME_VIEWER	Previzualizare
QUEST_TIMER_SHIPDEFENSE	Aparare Nava
QUEST_TIMER_JOTUN	Jotun Thrym
QUEST_TIMER_CRYSTALL	Pestera Dragonului de Cristal.
QUEST_TIMER_REWARDS	Recompensa
QUEST_TIMER_GROUPREQ	Cerere Grup:
QUEST_TIMER_MINLVL	Nivel necesar:
QUEST_TIMER_COOLDOWN	Timp asteptare:
QUEST_TIMER_DUNGEON_DESC	Descriere Temnita
QUEST_TIMER_QUESTITEM	Item misiune
QUEST_TIMER_PASSAGETICKET	Permis de Trecere
QUEST_TIMER_BIOLOGREADY	Pregatit de cercetare
QUEST_TIMER_LOCKED	Inchis
QUEST_TIMER_CURRENT	Nivelul actual al misiunii:
TOOLTIP_HYDRA_DEBUFF	Hydra Debuff
ACCE_WINDOW_CANT_ABSORB	Un costum nu poate absorbi bonusuri
PERMANENT	Permanent
RUNE_KEYSTONE_NAME_1	Lovitura Tribus
BUY_POINTS	Cumpara puncte
TOOLTIP_APPLY_EXP_REAL_BONUS	Bonus Experienta %d%%
RUNE_KEYSTONE_NAME_2	Graba Sangelui
RUNE_KEYSTONE_NAME_3	Picioare Reci
RUNE_KEYSTONE_NAME_4	Paguba medie
RUNE_KEYSTONE_NAME_5	Daune mana
RUNE_KEYSTONE_NAME_6	Distanta
RUNE_KEYSTONE_NAME_7	Otravire
RUNE_KEYSTONE_NAME_8	Incetinire
RUNE_KEYSTONE_NAME_9	Necunostinta
RUNE_KEYSTONE_NAME_10	Valoarea Atacului
RUNE_KEYSTONE_NAME_11	Valoarea Atacului MAgic
RUNE_KEYSTONE_NAME_12	Atac Critic
RUNE_KEYSTONE_NAME_13	Fulgerare
RUNE_KEYSTONE_NAME_14	Flash !
RUNE_KEYSTONE_NAME_15	Hotul de Suflete
RUNE_KEYSTONE_NAME_16	Monstri
RUNE_KEYSTONE_NAME_17	Diavol
RUNE_KEYSTONE_NAME_18	Orc
RUNE_KEYSTONE_NAME_19	Boss
RUNE_KEYSTONE_NAME_20	Animale
RUNE_KEYSTONE_NAME_21	Eoterici
RUNE_KEYSTONE_NAME_22	Metin
RUNE_KEYSTONE_NAME_23	Vampir
RUNE_KEYSTONE_NAME_24	Zodiac
RUNE_KEYSTONE_NAME_25	Atac = Aparare
RUNE_KEYSTONE_NAME_26	Saritura Timpului
RUNE_KEYSTONE_NAME_27	Berserker
RUNE_KEYSTONE_NAME_28	Patrundere
RUNE_KEYSTONE_NAME_29	Skill damage
RUNE_KEYSTONE_NAME_30	Viteza
RUNE_KEYSTONE_NAME_31	Critic
RUNE_KEYSTONE_NAME_32	Daune de suprafata
RUNE_KEYSTONE_NAME_33	Daune individuale
RUNE_KEYSTONE_NAME_34	Viteza farmecului
RUNE_KEYSTONE_NAME_35	Viteza de atac 
RUNE_KEYSTONE_NAME_36	Paralizarea Mountului
RUNE_KEYSTONE_NAME_37	Maestru de abilitati
RUNE_KEYSTONE_NAME_38	Transfuzie
RUNE_KEYSTONE_NAME_39	Scut Mantre
RUNE_KEYSTONE_NAME_40	Aparare
RUNE_KEYSTONE_NAME_41	Rezistenta la skilluri
DUNGEON_RANKING_COMPLETED	Terminat
RUNE_KEYSTONE_NAME_42	Aparare in %
RUNE_KEYSTONE_NAME_43	Aparare magica
DUNGEON_RANKING_NAME	Nume:
RUNE_KEYSTONE_NAME_44	Rezistenta la atacuri
RUNE_KEYSTONE_NAME_45	Rezistenta la tot
RUNE_KEYSTONE_NAME_46	Aparare
RUNE_KEYSTONE_NAME_47	Evitare
RUNE_KEYSTONE_NAME_48	Reflectare
RUNE_KEYSTONE_NAME_49	Specialist in abilitati
RUNE_KEYSTONE_NAME_50	Incetinire
RUNE_KEYSTONE_NAME_51	Talhar
RUNE_KEYSTONE_NAME_52	Bonus mount
RUNE_KEYSTONE_NAME_53	Intarire roua
RUNE_KEYSTONE_NAME_54	Imbunatatirea efectelor de vindecare
RUNE_KEYSTONE_NAME_55	Imbunatatirea bonusurilor
RUNE_KEYSTONE_NAME_56	Imbunatatirea efectelor de vindecare
RUNE_KEYSTONE_NAME_57	Conducere
RUNE_KEYSTONE_NAME_58	Experienta
RUNE_KEYSTONE_NAME_59	Drop iteme
RUNE_KEYSTONE_NAME_60	Yang
RUNE_TOOLTIP_SAVE	Salvati
RUNE_TOOLTIP_RESET	Resetare
RUNE_TOOLTIP_RESETPOINTS	Puncte de resetare
RUNE_TOOLTIP_INFO	Informatii sistem de Rune
RUNE_BUY_MESSAGE	Esti sigur ca vrei sa achizitionezi runa "%s"?
RUNE_TUTORIAL_DESC_1	Ce sunt runele? [ENTER][ENTER] Sistemul de rune pe Aeldra va ofera diverse bonusuri utile pentru diferite situatii. De exemplu, va puteti imputernici daunele de atac impotriva monstrilor din Ramura Dominatie sau daunele magice alea claselor PvP in situatii PvP cu ajutorul Ramurii Vrajitorie. Acest lucru este in special util deoarece fiecare player poate sa decida o anumita ramura, de care are nevoie in anumite scenarii. In pasul urmator al ghidului vom explica modul de a face puncte, activarea runelor si modul in care le puteti schimba.
RUNE_TUTORIAL_DESC_2	Ce fac Punctele de Rune? [ENTER][ENTER] Poti debloca Rune cu ajutorul Punctelor de Rune, care trebuie sa fie cumparate cu iteme. Fiecare runa costa 12 Puncte de Rune, facandu-se 720 de puncte necesare pentru a debloca toate Runele. Primele 150 Puncte de Rune pot sa fie deblocate folosind itemele pe care le dropezi in Capela Dragonul Focului, Nephrite, Muntii Tunetelor, si Varful Guatama. Toate celelalte puncte trebuie sa fie deblocate cu ajutorul itemelor din Padurea Fermecata si Cealalta Padure.
RUNE_TUTORIAL_DESC_3	Cum pot sa imi activez Runele? [ENTER][ENTER]Ca sa activati Runele, trebuie sa le cumparati folosind punctele prima oara. Dupa aceea, trebuie sa alegeti Runele dorite. La alegerea setarii, dvs. veti putea sa alegeti Bonusuri in Ramura de Rune. Acum va trebui sa salvati individual Ramura de Rune apasand simbolul save in coltul din dreapta sus. Runele se activeaza prin acest lucru si veti primi toate Bonusurile alese.
RUNE_TUTORIAL_DESC_4	Can I change my Runes? [ENTER][ENTER] In general, puteti sa va schimbati Runele in orice moment si deblocand Puncte de Rune noi puteti cumpara diferite Rune in diferite Ramuri.
CATEGORY_PVM	PvM
CATEGORY_PVP	PvP
CATEGORY_GENERAL	General
CATEGORY_RESISTANCE	Resistenta
STRONG_VS_MONSTERS	Tare impotriva monstrilor
STRONG_VS_METINS	Tare impotriva metinelor 
STRONG_VS_BOSSES	Tare impotriva bossilor
STRONG_VS_UNDEAD	Tare impotriva Vampirilor
STRONG_VS_DEVILS	Tare impotriva Diavolilor
STRONG_VS_ORCS	Tare impotriva Orcilor
STRONG_VS_ANIMALS	Tare impotriva Animalelor
STRONG_VS_HALFHUMANS	Tare impotriva semi-oamenilor
STRONG_VS_WARRIOR	Tare impotriva Razboinic
STRONG_VS_SURA	Tare impotriva Sura
STRONG_VS_ASSASSIN	Tare impotriva Ninja
STRONG_VS_SHAMAN	Tare impotriva Saman
WARRIOR_RESISTANCE	Rezistenta Razboinic
SURA_RESISTANCE	Rezistenta Sura
ASSASSIN_RESISTANCE	Rezistenta Ninja
SHAMAN_RESISTANCE	Rezistenta Saman
GENERAL_HP_STEAL	Fura HP
GENERAL_SP_STEAL	Fura SP
GENERAL_MAX_HP	Max HP
GENERAL_MAX_SP	Max SP
GENERAL_HP_REGEN	Regenerare HP
GENERAL_SP_REGEN	Regenerare SP
GENERAL_BLOCK	Bloc 
GENERAL_DODGE	Evitare
GENERAL_REFLECT_HIT	Reflecare lupta de apropiere
GENERAL_CRIT_CHANCE	Sansa de lovitura critica
GENERAL_PENE_CHANCE	Sansa de lovitura patrunzatoare
GENERAL_IGNORE_BLOCK	Ignorare blocare
GENERAL_CASTING_SPEED	Viteza farmecului
RESIST_SWORDS	Sabii
RESIST_TWOHAND	Sabii doua maini
RESIST_DAGGERS	Pumnale
RESIST_BELLS	Clopote
RESIST_FANS	Evantaie
RESIST_ARROWS	Sageti
RESIST_MAGIC	Magie
TOTAL_PLAYERS_KILLED	Total jucatori
DUELS_WON	Dueluri castigate
DUELS_LOST	Dueluri pierdute
MONSTERS_KILLED	Monstrii
BOSSES_KILLED	Bossi
METINS_KILLED	Pietre metin
EVENT_DESCRIPTION_WINDOW_TITLE	Descriere Eveniment
EVENT_DESC_EMPIREWAR	Razboiul Regatelor[ENTER][ENTER]La Razboiul Regatelor, toate trei regatele se bat unul contra celalalt intr-o harta speciala in care va puteti teleporta.[ENTER]Regatul care are cel mai bun raport de ucideri va fi recompensat cu un bonus care este anuntat in prealabil.
EVENT_DESC_HEXA	Cufere Hexagon[ENTER][ENTER]Evenimentul Cufere Hexagon este un recompensa pentru toti jucatorii loiali, oferindu-le posibilitatea de a dropa Cufere Hexagon. Cufere hexagon contin obiecte utile.[ENTER]Cufere Hexagon pot fi luate de la toti monstrii.
EVENT_DESC_PVP	Turneul PvP[ENTER][ENTER]La Turneul PvP, aveti oportunitatea de a va arata cat de puternice sunt caracterele dvs. luptand impotriva playerilor in gama dvs. de nivel.[ENTER]Daca castigi o lupta, avansezi in runda urmatoare. Daca castigi turneul, vei fi recompensat cu un premiu foarte special.
EVENT_DESC_MOONLIGHT	Cufere clar de luna[ENTER][ENTER]Evenimentul Cufere clar de luna este un recompensa pentru toti jucatorii loiali, oferindu-le posibilitatea de a drop Cufere clar de luna. Cufere clar de luna contin obiecte utile. Cuferele clar de luna pot fi luate de la toti monstrii.
EVENT_DESC_XP	Eveniment-EXP[ENTER][ENTER]Ca un mic cadou din partea serverului, vei primi rata de experienta marita pentru o perioada de timp anuntata.
EVENT_DESC_YANG	Drop-Yang[ENTER][ENTER]Ca un mic cadou din partea serverului, vei primi o sansa marita de drop yang pentru o periaoda anuntata.
EVENT_DESC_BOSSHUNT	Vanatoarea Bossilor[ENTER][ENTER]Evenimentul Vanatoarea Bossilor va permite sa obtineti cufere valoroase. Puteti obtine din urma uciderii Razboinicului Umbrei care se apare in hartile neutre. In timp ce faceti acest lucru, puteti colecta puncte pe care le puteti apoi schimba la Uriel pentru cufere la alegere.[ENTER]Ca un mic bonus, Razboinicul Umbrei dropeaza si alte obiecte.
EVENT_DESC_DROP	Drop-Item[ENTER][ENTER]Ca un mic cadou din partea serverului, vei primi sansa marita de a dropa iteme pentru o perioada de timp anuntata.
TOOLTTIP_APPLY_HEAL_EFFECT_BONUS	Vindecare +%d%%  	SA
TOOLTTIP_APPLY_CRITICAL_DAMAGE_BONUS	Daune critice +%d%%   	SA
TOOLTTIP_APPLY_DOUBLE_ITEM_DROP_BONUS	Dublu itemdrop +%d%%   	SA
TOOLTTIP_APPLY_DAMAGE_BY_SP_BONUS	Daune mana +%d%%      	SA
TOOLTTIP_APPLY_SINGLETARGET_SKILL_DAMAGE_BONUS	Imbunatatire daune intr-o singura tinta +%d%%    	SA
TOOLTTIP_APPLY_MULTITARGET_SKILL_DAMAGE_BONUS	Imbunatatire daune de suprafata +%d%%     	SA
TOOLTTIP_APPLY_MIXED_DEFEND_BONUS	Bonus de aparare +%d%%  	SA
TOOLTTIP_APPLY_EQUIP_SKILL_BONUS	Imbunatatirea echipamentului +%d%%   	SA
TOOLTTIP_APPLY_AURA_HEAL_EFFECT_BONUS	Aura: vindecare +%d%%      	SA
TOOLTTIP_APPLY_AURA_EQUIP_SKILL_BONUS	Aura: Imbunatatirea echipamentului +%d%%   	SA
TOOLTTIP_APPLY_MOUNT_BUFF_BONUS	Imbunatatirea mount-ului +%d%% 	SA
ANGELSDEMONS_DESC_ANGELS	Descriere: Angel [ENTER]Ingerii nu au vointa si il slujesc decat pe Dumnezeu. Fiecare inger are datoria lui. Ei pazesc de asemenea paradisul si cativa din ei sunt chiar acuzati in iad.
MINIGAME_FISH_EVENT_ADD_ACCEPT	Vrei sa introduci puzzle-ul aici?
MINIGAME_FISH_EVENT_DROP_ACCEPT	Vrei sa reununti la acest puzzle?
MINIGAME_FISH_EVENT_REWARD_MSG	Obtineti: %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	Doriti sa deschideti cufarul?
AFFECT_MOUNT_PARALYZE	Nu puteti sa calariti calul acum. 
FORUM_HELP	Forum
ANGELSDEMONS_TITLE	Ingeri & Demoni - Alegeti o fractiune. 
ANGELSDEMONS_FRACTION_ANGELS	Inger
ANGELSDEMONS_FRACTION_DEMONS	Demon
EVENT_DESC_ANGELSDEMONS	Ingeri & Demoni [ENTER][ENTER]Ca o mica atentie a serverului, veti obtine mai mult Yang pentru perioada de timp anuntata.
SORT_DISABLED_INFO	Aceasta optiune a fost dezactivata, din cauza catorva jucatori care intodeauna au vandut mai ieftin decat cel mai ieftin produs de pe piata. Acum nimeni nu poate sorta dupa cel mai ieftin pret, deci cumparati si vindeti la un pret rezonabil. Prin asta, piata noastra se va vindeca.
XMAS_EVENT_WAIT_TIMER	Trebuie sa astepti 10 secunde
XMAS_EVENT_RECIVED_GIFT	Ai primit deja un cadou
WARP_RING_BIND_NAME	Leaga cu %s	SA
REQUIRE_ITEM_RESET_RUNE	Pentru a reseta, ai nevoie de %s	SA
CONFIRM_RUNE_RESET	Pentru a face asta, ai nevoie:
RUNE_RESET_WINDOW_TITLE	Reseteaza runele
EVENT_DESC_XMASCALENDAR	Calendar de craciun
SHOP_MODEL_1	Standard
SHOP_MODEL_2	1001 nopti
SHOP_MODEL_3	BBQ King
SHOP_MODEL_4	Treasure Hunters
SHOP_MODEL_5	Small flame
SHOP_MODEL_6	Arms dealer
SHOP_MODEL_7	Arms shop
SHOP_MODEL_8	Alchemist
SHOP_STYLE_1	Standard
SHOP_STYLE_2	Inferno
SHOP_STYLE_3	Ice age
SHOP_STYLE_4	Parchment
SHOP_STYLE_5	War banners
SHOP_STYLE_6	Wing
SHOP_PRICE_OVER_MARGIN	Nu puteti vinde obiect atat de departe de pretul mediu
OFFLINE_SHOP_SERVERBOOT_EARLY	Magazinele nu pot fi folosite timp de 10 minute de la o mentenanta.
MELEE_MAGIC_ATTBONUS_PER	Magic-/Atac din apropiere
SKILL_DAMAGE_BONUS	Paguba Abilitatii
NORMAL_HIT_DAMAGE_BONUS	Paguba Medie
QUEST_TIMER_THRANDUILS	Adapostul lui Thranduil
DRAGONSOUL_BONUS_SET_TOOLTIP	Activeaza 6 Pietre Dragon + 6 pentru a primi urmatoarele bonusuri:
TOOLTIP_APPLY_ATTBONUS_ALL_ELEMENTS	Tare impotriva Elementelor + %d%%	SA
STORE_CAPE_ADD_CAPES	Esti sigur ca vrei sa depozitezi aceste mantii?
STORED_CAPE_COUNT	Mantii depozitate %d	SA
OFFLINE_SHOP_AVG_INFO	Poti sa stabilesti pretul intre -%d%% si +%d%% din pretul mediu.
ASK_DUNGEON_RECONNECT	Doresti sa continui temnita?
RUNE_PAGE_CANNOT_SAVE_YET	Trebuie sa astepti 5 secunde pentru a putea salva din nou.
ZODIAC_SHOP_ALREADY_BOUGHT	Poti sa cumperi acest item doar o singura data!
TOOLTIP_APPLY_ATTBONUS_ZODIAC	Tare impotriva Monstrilor Zodiac +%d%%	SA
STRONG_VS_ZODIAC	Tare impotriva Monstrilor Zodiac
RUNE_AFFECT_INFO_NOT_AVAILABLE	Nu ai folosit aceasta runa de la ultima logare!
RUNE_DAMAGE_GIVEN_INFO	Ultimele daune distribuite: %s.
RUNE_HEAL_BONUS_INFO	Ai fost vindecat cu %s HP.
RUNE_COLLECTED_SOULS_INFO	Ai colectat deja %s din suflete.
TARGET_INFO_RACE_ZODIAC	Zodiac
RUNE_LEVEL_UP_CONFIRM	Doresti sa imbunatatesti runa %s?	SA
RUNE_MAGIC_SHIELD_BONUS_INFO	Membrii din grupa au fost primit %s scut magic
RUNE_CURRENT_KILLS_COUNT_INFO	Ai omorat %s jucatori, continua sa omori jucatori si curand toti memberii din grupa vor primi 100% vindecare.
RUNE_MAGIC_ATTACK_DAMAGE_BONUS_INFO	Ai daunat oponentul cu %s atac magic
RUNE_LEVEL_UP_REFINE	Imbunatatire Runa
QUEST_TIMER_ZODIAC	Templu Zodiac
EMOTION_NOSAY	Fara cuvinte
EMOTION_SELFIE	Selfie
EMOTION_WEATHER_2	Curcubeu
EMOTION_WEATHER_3	Luna
EMOTION_CELEBRATION	Petrecere
EMOTION_PUSH_UP	Flotari
EMOTION_DANCE_7	Samba
EMOTION_CALL	Suna
EMOTION_SIREN	Foame
EMOTION_HUNGRY	Sirena
EMOTION_EXERCISE	Incalzire
EMOTION_DOZE	Al doilea somn
TOOLTIP_EMOJI_MULTIOPEN_GIFTBOX	Deschide %d bucati
TOOLTIP_EMOJI_UNSTACK	Deblocheaza
TOOLTIP_EMOJI_USE	Foloseste
TOOLTIP_EMOJI_PREVIEW_WEAR	Previzualizare
SOUL_REFINE_TITLE	Imbunatatire suflet
SOUL_REFINE_UPGRADE	Imbunatateste
SOUL_REFINE_CANCEL	Anuleaza
SOUL_REFINE_INFO_TEXT	Ce suflet doresti sa imbunatatesti?
SOUL_REFINE_NEED_TEXT	Ai nevoie:
SPECIAL_SKILL_TITLE	Special
SPECIAL_SKILL_BUTTON_TEXT	Special
WIKI_SUBCATEGORY_SHIELD	Scuturi
WIKI_SUBCATEGORY_HELMET	Casti
WIKI_SUBCATEGORY_ARMOR	Armura
WIKI_SUBCATEGORY_WEAPONS	Arme
WIKI_CATEGORY_EQUIPEMENT	Echipament
QUEST_TIMER_SLIME	Slime Dungeon
QUEST_TIMER_AVAILABLE_TEXT	este valabila!
EXCHANGE_WITH	Negociaza cu: %s
KILL_STATS	Statistici ucideri
BONI_BOARD	Tablita Bonusurilor
WIKI_SUBCATEGORY_EARRINGS	Cercei
WIKI_SUBCATEGORY_BRACELET	Bratara
WIKI_SUBCATEGORY_NECKLACE	Colier
WIKI_SUBCATEGORY_SHOES	Papuci
WIKI_CATEGORY_CHESTS	Cufere
WIKI_SUBCATEGORY_CHESTS	Cuferele Bossilor
WIKI_SUBCATEGORY_EVENT_CHESTS	Cufere de la Evenimente
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Cufere alternative
WIKI_CATEGORY_BOSSES	Bossi
